epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.8873125598907471,0.8873125598907471,0.0,0.0,0.0998182861328125,0.5,0.0,0.0,0.0,0.0,71.45000000317891,0.0,91.57,91.57,0.0,0.12997436566352844,0.12997436566352844,0.12997436566352844,4.0,4.0,4.0,4.0,4.0,4.0,0.5198974626541137,0.5198974626541137,4.0,0.5198974626541137
2,0.2488645392338435,0.2488645392338435,0.0,0.0,0.12977981770833333,0.5,0.0,0.0,0.0,0.0,92.955,0.0,94.51,94.51,0.0,0.13245717813968658,0.13245717813968658,0.13245717813968658,4.0,4.0,4.0,4.0,4.0,4.0,0.5298287125587463,0.5298287125587463,4.0,0.5298287125587463
3,0.17449697823524474,0.17449697823524474,0.0,0.0,0.13154752604166667,0.5,0.0,0.0,0.0,0.0,94.85166666984559,0.0,95.96,95.96,0.0,0.134980051612854,0.134980051612854,0.134980051612854,4.0,4.0,4.0,4.0,4.0,4.0,0.539920206451416,0.539920206451416,4.0,0.539920206451416
4,0.1405263928135236,0.1405263928135236,0.0,0.0,0.13337610677083334,0.5,0.0,0.0,0.0,0.0,95.92666666984559,0.0,96.5,96.5,0.0,0.1354703179359436,0.1354703179359436,0.1354703179359436,4.0,4.0,4.0,4.0,4.0,4.0,0.5418812717437744,0.5418812717437744,4.0,0.5418812717437744
5,0.11939271357854207,0.11939271357854207,0.0,0.0,0.1337029296875,0.5,0.0,0.0,0.0,0.0,96.515,0.0,96.92,96.92,0.0,0.13638710758686065,0.13638710758686065,0.13638710758686065,4.0,4.0,4.0,4.0,4.0,4.0,0.5455484303474426,0.5455484303474426,4.0,0.5455484303474426
6,0.10696095870335896,0.10696095870335896,0.0,0.0,0.134267578125,0.5,0.0,0.0,0.0,0.0,96.90166666984558,0.0,97.14,97.14,0.0,0.1350348974943161,0.1350348974943161,0.1350348974943161,4.0,4.0,4.0,4.0,4.0,4.0,0.5401395899772644,0.5401395899772644,4.0,0.5401395899772644
7,0.09669895191987356,0.09669895191987356,0.0,0.0,0.13415221354166668,0.5,0.0,0.0,0.0,0.0,97.13500000635783,0.0,97.17,97.17,0.0,0.13567405529022217,0.13567405529022217,0.13567405529022217,4.0,4.0,4.0,4.0,4.0,4.0,0.5426962211608887,0.5426962211608887,4.0,0.5426962211608887
8,0.09089670134782792,0.09089670134782792,0.0,0.0,0.13399615885416666,0.5,0.0,0.0,0.0,0.0,97.2366666730245,0.0,97.59,97.59,0.0,0.1344793773174286,0.1344793773174286,0.1344793773174286,4.0,4.0,4.0,4.0,4.0,4.0,0.5379175092697144,0.5379175092697144,4.0,0.5379175092697144
9,0.08457757690747579,0.08457757690747579,0.0,0.0,0.13374700520833332,0.5,0.0,0.0,0.0,0.0,97.49500000317892,0.0,97.3,97.3,0.0,0.1368077457666397,0.1368077457666397,0.1368077457666397,4.0,4.0,4.0,4.0,4.0,4.0,0.5472309830665588,0.5472309830665588,4.0,0.5472309830665588
10,0.07988929022153218,0.07988929022153218,0.0,0.0,0.13433736979166666,0.5,0.0,0.0,0.0,0.0,97.62333333651225,0.0,97.68,97.68,0.0,0.13502637281417848,0.13502637281417848,0.13502637281417848,4.0,4.0,4.0,4.0,4.0,4.0,0.5401054912567139,0.5401054912567139,4.0,0.5401054912567139
