From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,6.439393997192383,9.714285850524902,175,True
2,3,2.651515245437622,4.142011642456055,169,True
3,4,2.651515245437622,3.932584524154663,178,True
4,5,3.409090995788574,4.94505500793457,182,True
5,6,1.89393949508667,2.857142925262451,175,True
6,7,0.7575757503509521,1.1428570747375488,175,True
7,8,1.89393949508667,2.8248586654663086,177,True
