epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,1.265497289244334,1.265497289244334,0.0,0.0,0.14815631510416666,1.0,0.0,0.0,0.0,58.13166666348775,0.0,77.89999989509583,77.89999989509583,77.89999989509583,0.24019541583061219,0.24019541583061219,0.24019541583061219,6.0,6.0,6.0,6.0,6.0,6.0,1.441172494983673,1.441172494983673,6.0,1.441172494983673
2,0.5083127418994904,0.5083127418994904,0.0,0.0,0.25339114583333333,1.0,0.0,0.0,0.0,81.48333333015442,0.0,81.81999998092651,81.81999998092651,81.81999998092651,0.26175995259284973,0.26175995259284973,0.26175995259284973,6.0,6.0,6.0,6.0,6.0,6.0,1.5705597155570983,1.5705597155570983,6.0,1.5705597155570983
3,0.4329930628299713,0.4329930628299713,0.0,0.0,0.26889296875,1.0,0.0,0.0,0.0,84.44166666348775,0.0,83.89999966621399,83.89999966621399,83.89999966621399,0.2754330975532532,0.2754330975532532,0.2754330975532532,6.0,6.0,6.0,6.0,6.0,6.0,1.652598585319519,1.652598585319519,6.0,1.652598585319519
4,0.3938515946229299,0.3938515946229299,0.0,0.0,0.278609375,1.0,0.0,0.0,0.0,85.83333335558574,0.0,84.35999989509583,84.35999989509583,84.35999989509583,0.27655111837387086,0.27655111837387086,0.27655111837387086,6.0,6.0,6.0,6.0,6.0,6.0,1.659306710243225,1.659306710243225,6.0,1.659306710243225
5,0.37079650111198426,0.37079650111198426,0.0,0.0,0.27617135416666666,1.0,0.0,0.0,0.0,86.71166666984558,0.0,85.68000004768372,85.68000004768372,85.68000004768372,0.2761987612724304,0.2761987612724304,0.2761987612724304,6.0,6.0,6.0,6.0,6.0,6.0,1.6571925676345824,1.6571925676345824,6.0,1.6571925676345824
6,0.3506463522116343,0.3506463522116343,0.0,0.0,0.2768545572916667,1.0,0.0,0.0,0.0,87.57833333651224,0.0,87.03999977111816,87.03999977111816,87.03999977111816,0.2768998421669006,0.2768998421669006,0.2768998421669006,6.0,6.0,6.0,6.0,6.0,6.0,1.6613990530014038,1.6613990530014038,6.0,1.6613990530014038
7,0.3328462077935537,0.3328462077935537,0.0,0.0,0.2786236979166667,1.0,0.0,0.0,0.0,88.14166664759318,0.0,87.73999997138976,87.73999997138976,87.73999997138976,0.2793680485725403,0.2793680485725403,0.2793680485725403,6.0,6.0,6.0,6.0,6.0,6.0,1.6762082914352416,1.6762082914352416,6.0,1.6762082914352416
8,0.3220170386473338,0.3220170386473338,0.0,0.0,0.27932447916666664,1.0,0.0,0.0,0.0,88.56999998410542,0.0,87.90999999046326,87.90999999046326,87.90999999046326,0.27764590244293214,0.27764590244293214,0.27764590244293214,6.0,6.0,6.0,6.0,6.0,6.0,1.6658754146575927,1.6658754146575927,6.0,1.6658754146575927
9,0.3086807370344798,0.3086807370344798,0.0,0.0,0.2810489583333333,1.0,0.0,0.0,0.0,89.10166664441427,0.0,88.2199999332428,88.2199999332428,88.2199999332428,0.28168655552864075,0.28168655552864075,0.28168655552864075,6.0,6.0,6.0,6.0,6.0,6.0,1.6901193331718445,1.6901193331718445,6.0,1.6901193331718445
10,0.3031702714284261,0.3031702714284261,0.0,0.0,0.280491796875,1.0,0.0,0.0,0.0,89.12833334287008,0.0,88.58999995231629,88.58999995231629,88.58999995231629,0.2801959126472473,0.2801959126472473,0.2801959126472473,6.0,6.0,6.0,6.0,6.0,6.0,1.6811754758834838,1.6811754758834838,6.0,1.6811754758834838
