From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.9300000071525574,1.3010631799697876,7148,True
2,3,0.6000000238418579,0.6841505169868469,8770,True
3,4,0.12000000476837158,0.13022245466709137,9215,True
4,5,0.030000001192092896,0.03104625828564167,9663,True
5,6,0.1599999964237213,0.1631155014038086,9809,True
6,7,0.12000000476837158,0.12197601795196533,9838,True
7,8,0.07000000029802322,0.07090761512517929,9872,True
