Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Earliest Correct Oracle,,,0.0,8.0,1.0,100.0,16
Earliest Stable Correct Oracle,,,0.0,8.0,1.0,100.0,16
Cost-Aware Oracle,,0.0,0.0,1.0,0.125,100.0,16
Cost-Aware Oracle,,0.01,0.0,1.0,0.125,100.0,16
Cost-Aware Oracle,,0.02,0.0,1.0,0.125,100.0,16
Cost-Aware Oracle,,0.05,0.0,1.0,0.125,100.0,16
Cost-Aware Oracle,,0.1,0.0,1.0,0.125,100.0,16
Cost-Aware Oracle,,0.2,0.0,1.0,0.125,100.0,16
Cost-Aware Oracle,,0.5,0.0,1.0,0.125,100.0,16
