Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Fixed T,1.0,,0.0,1.0,0.125,100.0,16
Fixed T,2.0,,0.0,2.0,0.25,100.0,16
Fixed T,3.0,,0.0,3.0,0.375,100.0,16
Fixed T,4.0,,0.0,4.0,0.5,100.0,16
Fixed T,5.0,,0.0,5.0,0.625,100.0,16
Fixed T,6.0,,0.0,6.0,0.75,100.0,16
Fixed T,7.0,,0.0,7.0,0.875,100.0,16
Fixed T,8.0,,0.0,8.0,1.0,100.0,16
