epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,1.3544718984921773,1.3347586018562316,0.0,0.0,0.12569147135416667,0.9228177513122559,55.88166670163473,0.0,77.25999988555908,77.44999965667725,77.25999988555908,0.23500913953781127,0.2162373931646347,0.24748899307250977,7.389328479766846,8.0,7.389328479766846,7.389328479766846,8.0,8.0,1.597849127701976,1.9799119445800781,8.0,1.9799119445800781
2,0.5573967965602875,0.5159355951627096,0.0,0.0,0.226698046875,0.9231804279009501,81.15000000317892,0.0,81.80999973297119,81.68999997138977,81.80999973297119,0.25705356607437135,0.2363948896408081,0.2699145990371704,7.379427433013916,8.0,7.379427433013916,7.379427433013916,8.0,8.0,1.7444589336396765,2.1593167922973633,8.0,2.1593167922973633
3,0.4984505430698395,0.43591451581319174,0.0,0.0,0.24269309895833333,0.9209229398091634,84.28166664441427,0.0,83.7199999332428,83.79999967575073,83.7199999332428,0.26864447770118716,0.24621806578636168,0.28220849313735963,7.352664947509766,8.0,7.352664947509766,7.352664947509766,8.0,8.0,1.8103589417510353,2.257667945098877,8.0,2.257667945098877
4,0.4792303685506185,0.3960600209395091,0.0,0.0,0.24603313802083332,0.9166160285313925,85.74666666666667,0.0,84.14999990463257,84.37999989509582,84.14999990463257,0.26611120138168337,0.24250667359828948,0.28003870787620544,7.310279369354248,8.0,7.310279369354248,7.310279369354248,8.0,8.0,1.7727915329363,2.2403096630096435,8.0,2.2403096630096435
5,0.4758984848022461,0.3729574336687724,0.0,0.0,0.23787447916666668,0.9104735657374065,86.6800000222524,0.0,85.6299997997284,85.68000003814697,85.6299997997284,0.2606874037742615,0.23578694648742676,0.27609196920394896,7.254793167114258,8.0,7.254793167114258,7.254793167114258,8.0,8.0,1.7105855282717188,2.2087357536315917,8.0,2.2087357536315917
