beneficial_transition_change_vs_symmetric_kl,beneficial_transition_preservation_ratio,destructive_transition_change_vs_symmetric_kl,ever_recovered_preservation_ratio,final_accuracy_change_vs_final_ce,mean_prefix_accuracy_change_vs_final_ce,method,minimum_prefix_accuracy_change_vs_final_ce,regression_reduction_vs_final_ce,seed
,0.11546610441049245,,0.7443290493019461,0.089996337890625,3.5,symmetric_kl,15.299995422363281,1.488437831401825,3
5.872857540845871,2.292902706946223,-0.048571422696113586,1.021044627008837,-0.0800018310546875,-7.2037506103515625,selective_regression_thr0.6,-26.32000732421875,1.7987020611763,3
,0.09126516851714367,,0.7338332442838285,0.1100006103515625,4.8849945068359375,symmetric_kl,22.5,0.8153663873672485,4
5.199999809265137,1.5170386109848537,-0.03428572416305542,1.0126391774166659,0.0500030517578125,-3.6112518310546875,selective_regression_thr0.6,-14.199996948242188,1.045948088169098,4
,0.07145276752475561,,0.7115558069988573,-0.0099945068359375,5.786247253417969,symmetric_kl,26.479995727539062,0.9361207485198975,5
5.782857149839401,1.4422621944086036,-0.04285714775323868,1.010815408976871,0.0200042724609375,-3.217498779296875,selective_regression_thr0.6,-14.270004272460938,1.1977437734603882,5
