epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,2.0501035229047138,1.3775621991793314,1.3044622060775757,0.05067782546281815,0.08557591145833333,0.7130657536188761,0.7256003695170085,0.0,5.804802956136068,54.519999980926514,57.44833334604899,77.0199999332428,76.99999967575073,77.0199999332428,0.21210422163009643,0.15209398853778838,0.27116281752586363,5.718934535980225,8.0,5.694993019104004,5.742876052856445,8.0,8.0,0.8698155637637385,2.169302540206909,8.0,2.169302540206909
2,0.8188585003217062,0.5271186250209808,0.5150726858615875,0.021551474220554034,0.1642548828125,0.7129392227172852,0.7252216695149739,0.0,5.801773356119791,80.97333333651225,81.11500002861023,81.72999996185303,81.36999999046326,81.72999996185303,0.2405042366504669,0.1722543382883072,0.30025228724479675,5.683117866516113,8.0,5.576662063598633,5.789574146270752,8.0,8.0,0.9789417075111893,2.402018297958374,8.0,2.402018297958374
3,0.7161401310920715,0.44675296179453533,0.44102662773132323,0.007933223463843266,0.17685338541666668,0.7069885155359904,0.7188407602945963,0.0,5.7507260823567705,83.93499999682109,84.05333333969116,83.54999995231628,83.57999967575073,83.54999995231628,0.25316383037567136,0.17989324567317963,0.28819818844795225,5.625771522521973,7.5,5.444091796875,5.8074517250061035,7.0,8.0,1.012038298602223,2.161486413359642,8.0,2.305585507583618
4,0.6728886206309,0.40696199707984926,0.4034843730767568,0.006270742559432984,0.180409765625,0.698683306757609,0.7098391613642374,0.0,5.678713290913899,85.38666669209798,85.34000003496806,83.75999990463256,84.09999965667724,83.75999990463256,0.2496790732860565,0.1766941628932953,0.29469571375846865,5.549335956573486,7.5,5.30374813079834,5.794923782348633,7.0,8.0,0.9805352714604162,2.2102178531885146,8.0,2.357565710067749
5,0.6532018660545349,0.38367956549326576,0.38203955238660176,0.0055718491358061634,0.17302975260416667,0.6878459980010986,0.6980356520970662,0.0,5.58428521677653,86.30666664759318,86.2700000222524,85.57000004768372,85.74999980926513,85.57000004768372,0.24307637009620667,0.1699470289707184,0.2780726834774017,5.451890468597412,7.0,5.154750823974609,5.749030113220215,6.0,8.0,0.9265325874119078,1.946508784341812,8.0,2.2245814678192137
