epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.947182744105657,0.947182744105657,0.0,0.0,0.059845967610677085,0.125,0.0,0.0,0.0,0.0,68.6466666730245,0.0,94.13,94.13,0.0,0.09295483157634735,0.09295483157634735,0.09295483157634735,1.0,1.0,1.0,1.0,1.0,1.0,0.09295483157634735,0.09295483157634735,1.0,0.09295483157634735
2,0.17318338693380356,0.17318338693380356,0.0,0.0,0.09653636067708334,0.125,0.0,0.0,0.0,0.0,95.14500000635783,0.0,96.39,96.39,0.0,0.10129000662565231,0.10129000662565231,0.10129000662565231,1.0,1.0,1.0,1.0,1.0,1.0,0.10129000662565231,0.10129000662565231,1.0,0.10129000662565231
3,0.11740273078282674,0.11740273078282674,0.0,0.0,0.10109300130208333,0.125,0.0,0.0,0.0,0.0,96.59833333333333,0.0,97.13,97.13,0.0,0.10183831659555435,0.10183831659555435,0.10183831659555435,1.0,1.0,1.0,1.0,1.0,1.0,0.10183831659555435,0.10183831659555435,1.0,0.10183831659555435
4,0.09394201059440772,0.09394201059440772,0.0,0.0,0.10229807942708333,0.125,0.0,0.0,0.0,0.0,97.245,0.0,97.38,97.38,0.0,0.10320287858247756,0.10320287858247756,0.10320287858247756,1.0,1.0,1.0,1.0,1.0,1.0,0.10320287858247756,0.10320287858247756,1.0,0.10320287858247756
5,0.08172818311651547,0.08172818311651547,0.0,0.0,0.10398515625,0.125,0.0,0.0,0.0,0.0,97.60166666984559,0.0,97.55,97.55,0.0,0.10497648282051086,0.10497648282051086,0.10497648282051086,1.0,1.0,1.0,1.0,1.0,1.0,0.10497648282051086,0.10497648282051086,1.0,0.10497648282051086
6,0.07367067881027857,0.07367067881027857,0.0,0.0,0.10378489583333333,0.125,0.0,0.0,0.0,0.0,97.78166667302449,0.0,97.76,97.76,0.0,0.10449166150093078,0.10449166150093078,0.10449166150093078,1.0,1.0,1.0,1.0,1.0,1.0,0.10449166150093078,0.10449166150093078,1.0,0.10449166150093078
7,0.065904590361317,0.065904590361317,0.0,0.0,0.10441728515625,0.125,0.0,0.0,0.0,0.0,98.015,0.0,97.9,97.9,0.0,0.10580805410146714,0.10580805410146714,0.10580805410146714,1.0,1.0,1.0,1.0,1.0,1.0,0.10580805410146714,0.10580805410146714,1.0,0.10580805410146714
8,0.06066716192364693,0.06066716192364693,0.0,0.0,0.105408203125,0.125,0.0,0.0,0.0,0.0,98.17333333969117,0.0,98.02,98.02,0.0,0.10496583752632141,0.10496583752632141,0.10496583752632141,1.0,1.0,1.0,1.0,1.0,1.0,0.10496583752632141,0.10496583752632141,1.0,0.10496583752632141
9,0.056182353202501936,0.056182353202501936,0.0,0.0,0.10540185546875,0.125,0.0,0.0,0.0,0.0,98.31166666984558,0.0,97.97,97.97,0.0,0.10604756034612656,0.10604756034612656,0.10604756034612656,1.0,1.0,1.0,1.0,1.0,1.0,0.10604756034612656,0.10604756034612656,1.0,0.10604756034612656
10,0.05263255119125048,0.05263255119125048,0.0,0.0,0.10569313151041666,0.125,0.0,0.0,0.0,0.0,98.40666667302449,0.0,98.16,98.16,0.0,0.10661887941360473,0.10661887941360473,0.10661887941360473,1.0,1.0,1.0,1.0,1.0,1.0,0.10661887941360473,0.10661887941360473,1.0,0.10661887941360473
