From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.17000000178813934,0.27836906909942627,6107,True
2,3,0.2199999988079071,0.2735297679901123,8043,True
3,4,0.06000000238418579,0.06721936166286469,8926,True
4,5,0.07999999821186066,0.08369951695203781,9558,True
5,6,0.1599999964237213,0.16324864327907562,9801,True
6,7,0.17000000178813934,0.17279934883117676,9838,True
7,8,0.10999999940395355,0.11143754422664642,9871,True
