epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,2.3827371353779885,2.3827371353779885,0.0,0.0,0.008679686593256731,0.125,0.0,0.0,0.0,0.0,11.97771588988955,0.0,15.151515151515152,15.151515151515152,15.151515151515152,0.02072628339131673,0.02072628339131673,0.02072628339131673,1.0,1.0,1.0,1.0,1.0,1.0,0.02072628339131673,0.02072628339131673,1.0,0.02072628339131673
2,1.6732772364036397,1.6732772364036397,0.0,0.0,0.025580842736261027,0.125,0.0,0.0,0.0,0.0,37.51160635257498,0.0,51.515151515151516,51.515151515151516,51.515151515151516,0.037838950301661636,0.037838950301661636,0.037838950301661636,1.0,1.0,1.0,1.0,1.0,1.0,0.037838950301661636,0.037838950301661636,1.0,0.037838950301661636
3,1.1548045366698099,1.1548045366698099,0.0,0.0,0.031734951802061574,0.125,0.0,0.0,0.0,0.0,56.824512579093515,0.0,53.78787878787879,53.78787878787879,53.78787878787879,0.04005240671562426,0.04005240671562426,0.04005240671562426,1.0,1.0,1.0,1.0,1.0,1.0,0.04005240671562426,0.04005240671562426,1.0,0.04005240671562426
4,1.009543548830151,1.009543548830151,0.0,0.0,0.03304824191547702,0.125,0.0,0.0,0.0,0.0,61.93129067190732,0.0,56.43939393939394,56.43939393939394,56.43939393939394,0.04156007911219741,0.04156007911219741,0.04156007911219741,1.0,1.0,1.0,1.0,1.0,1.0,0.04156007911219741,0.04156007911219741,1.0,0.04156007911219741
5,0.9207385585832729,0.9207385585832729,0.0,0.0,0.03415582881775186,0.125,0.0,0.0,0.0,0.0,65.36675956145191,0.0,59.09090909090909,59.09090909090909,59.09090909090909,0.042073394313003075,0.042073394313003075,0.042073394313003075,1.0,1.0,1.0,1.0,1.0,1.0,0.042073394313003075,0.042073394313003075,1.0,0.042073394313003075
6,0.8429229416112272,0.8429229416112272,0.0,0.0,0.03507917682219127,0.125,0.0,0.0,0.0,0.0,68.33797590867611,0.0,62.5,62.5,62.5,0.04465551809831099,0.04465551809831099,0.04465551809831099,1.0,1.0,1.0,1.0,1.0,1.0,0.04465551809831099,0.04465551809831099,1.0,0.04465551809831099
7,0.7796923926613789,0.7796923926613789,0.0,0.0,0.03757286248875638,0.125,0.0,0.0,0.0,0.0,69.63788304709679,0.0,63.63636363636363,63.63636363636363,63.63636363636363,0.04655460155371464,0.04655460155371464,0.04655460155371464,1.0,1.0,1.0,1.0,1.0,1.0,0.04655460155371464,0.04655460155371464,1.0,0.04655460155371464
8,0.6856381795753898,0.6856381795753898,0.0,0.0,0.04002387455025534,0.125,0.0,0.0,0.0,0.0,74.55896010748634,0.0,65.15151515151516,65.15151515151516,65.15151515151516,0.047770117268417824,0.047770117268417824,0.047770117268417824,1.0,1.0,1.0,1.0,1.0,1.0,0.047770117268417824,0.047770117268417824,1.0,0.047770117268417824
9,0.6123611658064436,0.6123611658064436,0.0,0.0,0.041411305093720985,0.125,0.0,0.0,0.0,0.0,77.53017645471054,0.0,65.9090909090909,65.9090909090909,65.9090909090909,0.05174972794272683,0.05174972794272683,0.05174972794272683,1.0,1.0,1.0,1.0,1.0,1.0,0.05174972794272683,0.05174972794272683,1.0,0.05174972794272683
10,0.5431159825765545,0.5431159825765545,0.0,0.0,0.04233915847877495,0.125,0.0,0.0,0.0,0.0,80.77994428969359,0.0,70.07575757575758,70.07575757575758,70.07575757575758,0.05200358593102657,0.05200358593102657,0.05200358593102657,1.0,1.0,1.0,1.0,1.0,1.0,0.05200358593102657,0.05200358593102657,1.0,0.05200358593102657
