From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,3.78787899017334,8.771929740905762,114,True
2,3,2.2727272510528564,3.9473681449890137,152,True
3,4,2.651515245437622,4.191617012023926,167,True
4,5,1.89393949508667,2.8248586654663086,177,True
5,6,1.1363636255264282,1.6304347515106201,184,True
6,7,1.1363636255264282,1.5873017311096191,189,True
7,8,2.2727272510528564,3.1914894580841064,188,True
