epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,2.124413666950959,2.124413666950959,0.0,0.0,0.025676192458072192,0.5,0.0,0.0,0.0,0.0,22.376973087187707,0.0,46.96969696969697,46.96969696969697,46.96969696969697,0.05716773054816506,0.05716773054816506,0.05716773054816506,4.0,4.0,4.0,4.0,4.0,4.0,0.22867092219266025,0.22867092219266025,4.0,0.22867092219266025
2,1.219938015760707,1.219938015760707,0.0,0.0,0.05593897572466922,0.5,0.0,0.0,0.0,0.0,54.688950822435274,0.0,58.333333333333336,58.333333333333336,58.333333333333336,0.06711261380802501,0.06711261380802501,0.06711261380802501,4.0,4.0,4.0,4.0,4.0,4.0,0.26845045523210004,0.26845045523210004,4.0,0.26845045523210004
3,0.9780017978744365,0.9780017978744365,0.0,0.0,0.05998761275352542,0.5,0.0,0.0,0.0,0.0,59.98142994213901,0.0,60.22727272727273,60.22727272727273,60.22727272727273,0.07251767498074156,0.07251767498074156,0.07251767498074156,4.0,4.0,4.0,4.0,4.0,4.0,0.29007069992296625,0.29007069992296625,4.0,0.29007069992296625
4,0.8378852858184772,0.8378852858184772,0.0,0.0,0.06422031866585423,0.5,0.0,0.0,0.0,0.0,66.94521823190603,0.0,66.28787878787878,66.28787878787878,66.28787878787878,0.07543140830415668,0.07543140830415668,0.07543140830415668,4.0,4.0,4.0,4.0,4.0,4.0,0.3017256332166267,0.3017256332166267,4.0,0.3017256332166267
5,0.7193565932046293,0.7193565932046293,0.0,0.0,0.0676915019114148,0.5,0.0,0.0,0.0,0.0,71.21634173415387,0.0,67.8030303030303,67.8030303030303,67.8030303030303,0.07671751578648885,0.07671751578648885,0.07671751578648885,4.0,4.0,4.0,4.0,4.0,4.0,0.3068700631459554,0.3068700631459554,4.0,0.3068700631459554
6,0.674677885287098,0.674677885287098,0.0,0.0,0.06739709370647633,0.5,0.0,0.0,0.0,0.0,74.18755807584375,0.0,70.83333333333333,70.83333333333333,70.83333333333333,0.08067928119139238,0.08067928119139238,0.08067928119139238,4.0,4.0,4.0,4.0,4.0,4.0,0.3227171247655695,0.3227171247655695,4.0,0.3227171247655695
7,0.619582074210947,0.619582074210947,0.0,0.0,0.06918145111565692,0.5,0.0,0.0,0.0,0.0,75.85886723483837,0.0,68.93939393939394,68.93939393939394,68.93939393939394,0.08070596781643954,0.08070596781643954,0.08070596781643954,4.0,4.0,4.0,4.0,4.0,4.0,0.3228238712657582,0.3228238712657582,4.0,0.3228238712657582
8,0.6142789650096203,0.6142789650096203,0.0,0.0,0.07074467651027158,0.5,0.0,0.0,0.0,0.0,75.39461471465526,0.0,65.9090909090909,65.9090909090909,65.9090909090909,0.08153980067282011,0.08153980067282011,0.08153980067282011,4.0,4.0,4.0,4.0,4.0,4.0,0.32615920269128046,0.32615920269128046,4.0,0.32615920269128046
9,0.5413034597589887,0.5413034597589887,0.0,0.0,0.07083506747983404,0.5,0.0,0.0,0.0,0.0,80.77994432843384,0.0,69.6969696969697,69.6969696969697,69.6969696969697,0.08524203300476074,0.08524203300476074,0.08524203300476074,4.0,4.0,4.0,4.0,4.0,4.0,0.34096813201904297,0.34096813201904297,4.0,0.34096813201904297
10,0.527227207727751,0.527227207727751,0.0,0.0,0.07195019168552692,0.5,0.0,0.0,0.0,0.0,79.66573817262854,0.0,66.28787878787878,66.28787878787878,66.28787878787878,0.0835502256046642,0.0835502256046642,0.0835502256046642,4.0,4.0,4.0,4.0,4.0,4.0,0.3342009024186568,0.3342009024186568,4.0,0.3342009024186568
