epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9175412253220876,0.9175412253220876,0.0,0.0,0.09555719401041667,0.5,0.0,0.0,0.0,70.98166666666667,0.0,91.78,91.78,91.78,0.12590356978178024,0.12590356978178024,0.12590356978178024,4.0,4.0,4.0,4.0,4.0,4.0,0.503614279127121,0.503614279127121,4.0,0.503614279127121
2,0.23716908231576284,0.23716908231576284,0.0,0.0,0.12758430989583333,0.5,0.0,0.0,0.0,93.13833333651225,0.0,94.82,94.82,94.82,0.13055195651054383,0.13055195651054383,0.13055195651054383,4.0,4.0,4.0,4.0,4.0,4.0,0.5222078260421753,0.5222078260421753,4.0,0.5222078260421753
3,0.16454696792761483,0.16454696792761483,0.0,0.0,0.128703515625,0.5,0.0,0.0,0.0,95.26333333969116,0.0,96.0,96.0,96.0,0.13001299052238463,0.13001299052238463,0.13001299052238463,4.0,4.0,4.0,4.0,4.0,4.0,0.5200519620895385,0.5200519620895385,4.0,0.5200519620895385
4,0.13298548384110132,0.13298548384110132,0.0,0.0,0.12938365885416667,0.5,0.0,0.0,0.0,96.10166666984559,0.0,96.54,96.54,96.54,0.1297982946395874,0.1297982946395874,0.1297982946395874,4.0,4.0,4.0,4.0,4.0,4.0,0.5191931785583496,0.5191931785583496,4.0,0.5191931785583496
5,0.11421275289853414,0.11421275289853414,0.0,0.0,0.13050299479166666,0.5,0.0,0.0,0.0,96.69666666666667,0.0,96.76,96.76,96.76,0.13210525953769683,0.13210525953769683,0.13210525953769683,4.0,4.0,4.0,4.0,4.0,4.0,0.5284210381507873,0.5284210381507873,4.0,0.5284210381507873
6,0.1032710124572118,0.1032710124572118,0.0,0.0,0.13053515625,0.5,0.0,0.0,0.0,96.94333333333333,0.0,97.03,97.03,97.03,0.13150011048316956,0.13150011048316956,0.13150011048316956,4.0,4.0,4.0,4.0,4.0,4.0,0.5260004419326783,0.5260004419326783,4.0,0.5260004419326783
7,0.09256039761304856,0.09256039761304856,0.0,0.0,0.13143248697916668,0.5,0.0,0.0,0.0,97.205,0.0,97.18,97.18,97.18,0.13427993354797363,0.13427993354797363,0.13427993354797363,4.0,4.0,4.0,4.0,4.0,4.0,0.5371197341918945,0.5371197341918945,4.0,0.5371197341918945
8,0.087201691309611,0.087201691309611,0.0,0.0,0.13174713541666666,0.5,0.0,0.0,0.0,97.35000000317892,0.0,97.49,97.49,97.49,0.1322870512008667,0.1322870512008667,0.1322870512008667,4.0,4.0,4.0,4.0,4.0,4.0,0.5291482048034668,0.5291482048034668,4.0,0.5291482048034668
9,0.081858239732186,0.081858239732186,0.0,0.0,0.13132337239583333,0.5,0.0,0.0,0.0,97.51500000317891,0.0,97.42,97.42,97.42,0.1325071453332901,0.1325071453332901,0.1325071453332901,4.0,4.0,4.0,4.0,4.0,4.0,0.5300285813331604,0.5300285813331604,4.0,0.5300285813331604
10,0.07647157818873723,0.07647157818873723,0.0,0.0,0.13129908854166666,0.5,0.0,0.0,0.0,97.70833333969117,0.0,97.77,97.77,97.77,0.13200570521354676,0.13200570521354676,0.13200570521354676,4.0,4.0,4.0,4.0,4.0,4.0,0.5280228208541871,0.5280228208541871,4.0,0.5280228208541871
