From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,2.9700000286102295,3.8416762351989746,7731,True
2,3,1.7400000095367432,2.03890323638916,8534,True
3,4,0.41999998688697815,0.48115476965904236,8729,True
4,5,0.4300000071525574,0.46531763672828674,9241,True
5,6,0.5799999833106995,0.607075572013855,9554,True
6,7,0.41999998688697815,0.4368629455566406,9614,True
7,8,0.3799999952316284,0.39256197214126587,9680,True
