Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Entropy,0.0,,96.96000218391418,8.0,1.0,3.0399978160858154,10000
Entropy,0.1211886927485466,,95.45000195503235,3.195499897003174,0.39943748712539673,4.549998044967651,10000
Entropy,0.2423773854970932,,93.62000226974487,2.5272998809814453,0.31591248512268066,6.379997730255127,10000
Entropy,0.3635660707950592,,91.61999821662903,2.1094000339508057,0.2636750042438507,8.380001783370972,10000
Entropy,0.4847547709941864,,89.84000086784363,1.8285000324249268,0.22856250405311584,10.159999132156372,10000
Entropy,0.6059434413909912,,87.6200020313263,1.6044000387191772,0.20055000483989716,12.379997968673706,10000
Entropy,0.7271321415901184,,84.95000004768372,1.388700008392334,0.17358750104904175,15.049999952316284,10000
Entropy,0.8483208417892456,,82.95999765396118,1.247499942779541,0.15593749284744263,17.04000234603882,10000
Entropy,0.9695095419883728,,81.44999742507935,1.1604000329971313,0.14505000412464142,18.550002574920654,10000
Entropy,1.0906982421875,,79.97000217437744,1.0947999954223633,0.1368499994277954,20.02999782562256,10000
Entropy,1.2118868827819824,,79.04000282287598,1.0534000396728516,0.13167500495910645,20.959997177124023,10000
Entropy,1.3330755233764648,,78.28999757766724,1.0290000438690186,0.12862500548362732,21.710002422332764,10000
Entropy,1.4542642831802368,,77.81000137329102,1.0139000415802002,0.12673750519752502,22.189998626708984,10000
Entropy,1.5754529237747192,,77.53000259399414,1.0051000118255615,0.1256375014781952,22.46999740600586,10000
Entropy,1.6966416835784912,,77.42000222206116,1.0017000436782837,0.12521250545978546,22.579997777938843,10000
Entropy,1.8178303241729736,,77.39999890327454,1.000499963760376,0.125062495470047,22.600001096725464,10000
Entropy,1.9390190839767456,,77.36999988555908,1.0,0.125,22.630000114440918,10000
Entropy,2.0602078437805176,,77.36999988555908,1.0,0.125,22.630000114440918,10000
Entropy,2.181396484375,,77.36999988555908,1.0,0.125,22.630000114440918,10000
Entropy,2.3025851249694824,,77.36999988555908,1.0,0.125,22.630000114440918,10000
