Timestep,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,72.28000164031982,21.250000596046448,5.090000107884407,1.3799999840557575
2,82.35999941825867,12.839999794960022,3.2900001853704453,1.510000042617321
3,85.33999919891357,11.28000020980835,1.7100000753998756,1.6699999570846558
4,90.90999960899353,5.820000171661377,1.4600000344216824,1.810000091791153
5,94.19000148773193,2.5200000032782555,1.2600000016391277,2.03000009059906
6,95.38000226020813,1.5799999237060547,0.7400000002235174,2.3000000044703484
7,96.48000001907349,0.4800000227987766,0.3700000001117587,2.669999934732914
8,96.96000218391418,0.0,0.0,3.0400000512599945
