Policy,Threshold,Lambda,Accuracy,Average Timestep
Fixed T,1.0,,77.36999988555908,1.0
Entropy,1.9390190839767456,,77.36999988555908,1.0
Entropy,2.0602078437805176,,77.36999988555908,1.0
Entropy,2.181396484375,,77.36999988555908,1.0
Entropy,2.3025851249694824,,77.36999988555908,1.0
Margin,0.0,,77.36999988555908,1.0
Cost-Aware Oracle,,8.0,77.36999988555908,1.0
Cost-Aware Oracle,,16.0,77.36999988555908,1.0
Entropy,1.8178303241729736,,77.39999890327454,1.000499963760376
Entropy,1.6966416835784912,,77.42000222206116,1.0017000436782837
Entropy,1.5754529237747192,,77.53000259399414,1.0051000118255615
Entropy,1.4542642831802368,,77.81000137329102,1.0139000415802002
Margin,0.04999999701976776,,78.09000015258789,1.0202000141143799
Entropy,1.3330755233764648,,78.28999757766724,1.0290000438690186
Margin,0.09999999403953552,,78.65999937057495,1.0433000326156616
Entropy,1.2118868827819824,,79.04000282287598,1.0534000396728516
Confidence,0.5,,79.61000204086304,1.0651999711990356
Confidence,0.5257894992828369,,80.16999959945679,1.090000033378601
Margin,0.19999998807907104,,80.27999997138977,1.101099967956543
Cost-Aware Oracle,,4.0,88.66999745368958,1.1130000352859497
Cost-Aware Oracle,,2.0,94.5900022983551,1.2688000202178955
Cost-Aware Oracle,,0.0,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.01,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.02,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.05,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.1,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.2,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.5,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,1.0,98.61999750137329,1.4575999975204468
