Policy,Threshold,Lambda,Accuracy,Average Timestep
Confidence,0.5,,79.61000204086304,1.0651999711990356
Confidence,0.5257894992828369,,80.16999959945679,1.090000033378601
Confidence,0.551578938961029,,80.57000041007996,1.1168999671936035
Confidence,0.577368438243866,,81.19999766349792,1.142799973487854
Confidence,0.6031578779220581,,81.92999958992004,1.1778000593185425
Confidence,0.628947377204895,,82.73000121116638,1.2171000242233276
Confidence,0.6547368764877319,,83.43999981880188,1.2554999589920044
Confidence,0.6805263161659241,,84.10999774932861,1.3005000352859497
Confidence,0.706315815448761,,84.78999733924866,1.3468999862670898
Confidence,0.7321052551269531,,85.6000006198883,1.4055999517440796
Confidence,0.75789475440979,,86.23999953269958,1.4607000350952148
Confidence,0.7836841940879822,,87.00000047683716,1.5264999866485596
Confidence,0.8094736933708191,,87.99999952316284,1.617799997329712
Confidence,0.8352631330490112,,88.94000053405762,1.7194000482559204
Confidence,0.8610526323318481,,89.82999920845032,1.8315999507904053
Confidence,0.8868421316146851,,90.85999727249146,1.9707000255584717
Confidence,0.9126315712928772,,91.97999835014343,2.15339994430542
Confidence,0.9384210705757141,,93.08000206947327,2.414799928665161
Confidence,0.9642105102539062,,94.60999965667725,2.8287999629974365
Confidence,0.9900000095367432,,96.16000056266785,3.8333001136779785
Confidence Stability,0.5,,88.35999965667725,2.263700008392334
Confidence Stability,0.5257894992828369,,88.7000024318695,2.283900022506714
Confidence Stability,0.551578938961029,,88.94000053405762,2.303800106048584
Confidence Stability,0.577368438243866,,89.32999968528748,2.3297998905181885
Confidence Stability,0.6031578779220581,,89.74999785423279,2.354599952697754
Confidence Stability,0.628947377204895,,90.27000069618225,2.3849000930786133
Confidence Stability,0.6547368764877319,,90.63000082969666,2.4131999015808105
Confidence Stability,0.6805263161659241,,91.04999899864197,2.452899932861328
Confidence Stability,0.706315815448761,,91.40999913215637,2.485100030899048
Confidence Stability,0.7321052551269531,,91.75999760627747,2.5262999534606934
Confidence Stability,0.75789475440979,,92.11000204086304,2.5697999000549316
Confidence Stability,0.7836841940879822,,92.59999990463257,2.623199939727783
Confidence Stability,0.8094736933708191,,93.16999912261963,2.688800096511841
Confidence Stability,0.8352631330490112,,93.58999729156494,2.7518999576568604
Confidence Stability,0.8610526323318481,,93.99999976158142,2.827899932861328
Confidence Stability,0.8868421316146851,,94.58000063896179,2.931299924850464
Confidence Stability,0.9126315712928772,,94.9899971485138,3.0669000148773193
Confidence Stability,0.9384210705757141,,95.39999961853027,3.25219988822937
Confidence Stability,0.9642105102539062,,96.03000283241272,3.56469988822937
Confidence Stability,0.9900000095367432,,96.75999879837036,4.3856000900268555
Cost-Aware Oracle,,8.0,77.36999988555908,1.0
Cost-Aware Oracle,,16.0,77.36999988555908,1.0
Cost-Aware Oracle,,4.0,88.66999745368958,1.1130000352859497
Cost-Aware Oracle,,2.0,94.5900022983551,1.2688000202178955
Cost-Aware Oracle,,0.0,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.01,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.02,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.05,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.1,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.2,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,0.5,98.61999750137329,1.4575999975204468
Cost-Aware Oracle,,1.0,98.61999750137329,1.4575999975204468
Earliest Correct Oracle,,,98.61999750137329,1.5542000532150269
Earliest Stable Correct Oracle,,,96.96000218391418,1.8306000232696533
Entropy,1.9390190839767456,,77.36999988555908,1.0
Entropy,2.0602078437805176,,77.36999988555908,1.0
Entropy,2.181396484375,,77.36999988555908,1.0
Entropy,2.3025851249694824,,77.36999988555908,1.0
Entropy,1.8178303241729736,,77.39999890327454,1.000499963760376
Entropy,1.6966416835784912,,77.42000222206116,1.0017000436782837
Entropy,1.5754529237747192,,77.53000259399414,1.0051000118255615
Entropy,1.4542642831802368,,77.81000137329102,1.0139000415802002
Entropy,1.3330755233764648,,78.28999757766724,1.0290000438690186
Entropy,1.2118868827819824,,79.04000282287598,1.0534000396728516
Entropy,1.0906982421875,,79.97000217437744,1.0947999954223633
Entropy,0.9695095419883728,,81.44999742507935,1.1604000329971313
Entropy,0.8483208417892456,,82.95999765396118,1.247499942779541
Entropy,0.7271321415901184,,84.95000004768372,1.388700008392334
Entropy,0.6059434413909912,,87.6200020313263,1.6044000387191772
Entropy,0.4847547709941864,,89.84000086784363,1.8285000324249268
Entropy,0.3635660707950592,,91.61999821662903,2.1094000339508057
Entropy,0.2423773854970932,,93.62000226974487,2.5272998809814453
Entropy,0.1211886927485466,,95.45000195503235,3.195499897003174
Entropy,0.0,,96.96000218391418,8.0
Fixed T,1.0,,77.36999988555908,1.0
Fixed T,2.0,,85.65000295639038,2.0
Fixed T,3.0,,87.05000281333923,3.0
Fixed T,4.0,,92.36999750137329,4.0
Fixed T,5.0,,95.45000195503235,5.0
Fixed T,6.0,,96.11999988555908,6.0
Fixed T,7.0,,96.8500018119812,7.0
Fixed T,8.0,,96.96000218391418,8.0
Margin,0.0,,77.36999988555908,1.0
Margin,0.04999999701976776,,78.09000015258789,1.0202000141143799
Margin,0.09999999403953552,,78.65999937057495,1.0433000326156616
Margin,0.14999999105930328,,79.46000099182129,1.069000005722046
Margin,0.19999998807907104,,80.27999997138977,1.101099967956543
Margin,0.2499999850988388,,81.04000091552734,1.131600022315979
Margin,0.29999998211860657,,81.83000087738037,1.167799949645996
Margin,0.34999996423721313,,82.46999979019165,1.207900047302246
Margin,0.3999999761581421,,83.07999968528748,1.251099944114685
Margin,0.44999998807907104,,83.93999934196472,1.2980999946594238
