Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Fixed T,1.0,,77.36999988555908,1.0,0.125,22.630000114440918,10000
Fixed T,2.0,,85.65000295639038,2.0,0.25,14.34999704360962,10000
Fixed T,3.0,,87.05000281333923,3.0,0.375,12.949997186660767,10000
Fixed T,4.0,,92.36999750137329,4.0,0.5,7.630002498626709,10000
Fixed T,5.0,,95.45000195503235,5.0,0.625,4.549998044967651,10000
Fixed T,6.0,,96.11999988555908,6.0,0.75,3.880000114440918,10000
Fixed T,7.0,,96.8500018119812,7.0,0.875,3.149998188018799,10000
Fixed T,8.0,,96.96000218391418,8.0,1.0,3.0399978160858154,10000
