From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,3.78787899017334,7.462686538696289,134,True
2,3,4.9242424964904785,7.975460052490234,163,True
3,4,1.89393949508667,2.873563289642334,174,True
4,5,1.89393949508667,2.7322404384613037,183,True
5,6,1.5151515007019043,2.127659559249878,188,True
6,7,0.7575757503509521,1.047120451927185,191,True
7,8,1.1363636255264282,1.5706804990768433,191,True
