individual_seed_values,mean,method,metric,sample_standard_deviation,valid_seed_count
"[70.83332824707031, 70.83332824707031, 70.83332824707031]",70.83332824707031,selective_regression_thr0.8,stable_correct_fraction,0.0,3
"[73.10606384277344, 71.21212005615234, 69.69696807861328]",71.33838399251302,selective_regression_thr0.9,final_accuracy,1.7080516439858164,3
"[65.90909576416016, 66.66667175292969, 64.15719604492188]",65.57765452067058,selective_regression_thr0.9,mean_prefix_accuracy,1.2871507509552909,3
"[44.318180084228516, 48.8636360168457, 43.181819915771484]",45.45454533894857,selective_regression_thr0.9,minimum_prefix_accuracy,3.006535056457481,3
"[16.964284896850586, 19.111112594604492, 17.209300994873047]",17.761566162109375,selective_regression_thr0.9,ever_regressed_fraction,1.1751446303190776,3
"[2.3268396854400635, 2.3809523582458496, 2.1645021438598633]",2.2907647291819253,selective_regression_thr0.9,mean_population_regression,0.1126442438773717,3
"[3.586322069168091, 3.6065573692321777, 3.415883779525757]",3.536254405975342,selective_regression_thr0.9,mean_conditional_regression,0.10473386570765948,3
"[43.0, 44.0, 40.0]",42.333333333333336,selective_regression_thr0.9,correct_to_wrong_transition_count,2.0816659994661326,3
"[2.3268396854400635, 2.3809523582458496, 2.1645021438598633]",2.2907647291819253,selective_regression_thr0.9,destructive_transition_fraction,0.1126442438773717,3
"[65.14286041259766, 59.064327239990234, 59.88700485229492]",61.36473083496094,selective_regression_thr0.9,ever_recovered_fraction,3.2977108639944306,3
"[119.0, 103.0, 110.0]",110.66666666666667,selective_regression_thr0.9,wrong_to_correct_transition_count,8.020806277010644,3
"[6.439393997192383, 5.5735931396484375, 5.952381134033203]",5.988456090291341,selective_regression_thr0.9,beneficial_transition_fraction,0.4340263045976911,3
"[73.10606384277344, 71.21212005615234, 69.69696807861328]",71.33838399251302,selective_regression_thr0.9,stable_correct_fraction,1.7080516439858164,3
"[72.3484878540039, 71.96969604492188, 70.83332824707031]",71.71717071533203,symmetric_kl,final_accuracy,0.7885137539600277,3
"[69.9337158203125, 69.08143615722656, 68.3712158203125]",69.12878926595052,symmetric_kl,mean_prefix_accuracy,0.7823255717278883,3
"[61.74242401123047, 63.25757598876953, 60.60606384277344]",61.86868794759115,symmetric_kl,minimum_prefix_accuracy,1.3302579078171919,3
"[17.117116928100586, 19.545455932617188, 19.534883499145508]",18.73248545328776,symmetric_kl,ever_regressed_fraction,1.3989601667708123,3
"[2.54328989982605, 2.3809523582458496, 2.3809523582458496]",2.4350648721059165,symmetric_kl,mean_population_regression,0.09372562333091065,3
"[3.6547434329986572, 3.467297077178955, 3.5003979206085205]",3.5408128102620444,symmetric_kl,mean_conditional_regression,0.1000452725359948,3
"[47.0, 44.0, 44.0]",45.0,symmetric_kl,correct_to_wrong_transition_count,1.7320508075688772,3
"[2.54328989982605, 2.3809523582458496, 2.3809523582458496]",2.4350648721059165,symmetric_kl,destructive_transition_fraction,0.09372562333091065,3
"[52.75590515136719, 49.20634841918945, 48.83720779418945]",50.26648712158203,symmetric_kl,ever_recovered_fraction,2.1637855243810336,3
"[75.0, 67.0, 71.0]",71.0,symmetric_kl,wrong_to_correct_transition_count,4.0,3
"[4.058441638946533, 3.6255412101745605, 3.841991424560547]",3.841991424560547,symmetric_kl,beneficial_transition_fraction,0.21645021438598633,3
"[72.3484878540039, 71.96969604492188, 70.83332824707031]",71.71717071533203,symmetric_kl,stable_correct_fraction,0.7885137539600277,3
