From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,3.78787899017334,7.2463765144348145,138,True
2,3,5.303030490875244,8.383234024047852,167,True
3,4,3.409090995788574,5.202311992645264,173,True
4,5,1.5151515007019043,2.2598869800567627,177,True
5,6,0.7575757503509521,1.0989011526107788,182,True
6,7,1.1363636255264282,1.5789473056793213,190,True
7,8,1.1363636255264282,1.5789473056793213,190,True
