Model,Accuracy,Raw Spike Rate,Gated Spike Rate,Prefix Spike Rate,Effective Timestep,Hard Effective Timestep,Energy Proxy,Prefix Energy Proxy,Selected Neurons
fixed_lif,88.98999959945678,0.29358907289505004,0.29358907289505004,0.29358907289505004,8.0,8.0,2.3487125831604003,2.3487125831604003,fixed_lif; fixed_lif
gate_only,89.19999984741212,0.25196224308013915,0.24073024365901946,0.258598726272583,7.653664588928223,8.0,1.8424685413771,2.068789810180664,fast_sensitive; fast_sensitive
neuron_only,87.81000018119812,0.3297605318546295,0.3297605318546295,0.3297605318546295,8.0,8.0,2.638084254837036,2.638084254837036,memory_balanced; memory_balanced
spikegate,87.66999957084656,0.33112065382003786,0.3184990292072296,0.33455298223495483,7.714216232299805,8.0,2.45697038108214,2.6764238578796387,memory_balanced; memory_balanced
