Model,Accuracy,Raw Spike Rate,Gated Spike Rate,Prefix Spike Rate,Effective Timestep,Hard Effective Timestep,Energy Proxy,Prefix Energy Proxy,Selected Neurons
fixed_lif,90.87999996185303,0.2628834656238556,0.2628834656238556,0.2628834656238556,8.0,8.0,2.103067724990845,2.103067724990845,fixed_lif; fixed_lif
gate_only,90.67999994277955,0.1992321677207947,0.1636508040189743,0.22252358751296997,6.580229759216309,8.0,1.0768598907253306,1.7801887001037597,fast_sensitive; fast_sensitive
neuron_only,90.3399999332428,0.2705466553211212,0.2705466553211212,0.2705466553211212,8.0,8.0,2.1643732425689697,2.1643732425689697,memory_balanced; memory_balanced
spikegate,90.22000008583069,0.2719209788799286,0.24948460779190063,0.27815213146209716,7.373165130615234,8.0,1.8394912107964594,2.2252170516967773,memory_balanced; memory_balanced
