From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,5.68181848526001,8.379888534545898,179,True
2,3,2.651515245437622,3.8888890743255615,180,True
3,4,1.1363636255264282,1.612903118133545,186,True
4,5,2.651515245437622,3.6269431114196777,193,True
5,6,2.651515245437622,3.6842103004455566,190,True
6,7,1.1363636255264282,1.5789473056793213,190,True
7,8,1.89393949508667,2.6315789222717285,190,True
