epoch,train_loss,train_ce_loss,train_spike_cost,train_raw_spike_rate,train_gated_spike_rate,train_time_cost,train_acc,test_acc,test_spike_rate,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,energy_proxy,prefix_energy_proxy
1,1.8504624694188436,1.8303146412213644,0.07414781206448873,0.07533475188414256,0.07296087133089701,0.9703151151021322,41.60666668891907,67.62000014305114,0.16137525761127472,0.16658032269477843,0.16137525761127472,0.17054459638595582,7.765429973602295,8.0,1.2531482624523846,1.3643567710876465
2,0.7336999121983846,0.6906556960423788,0.2106193238099416,0.21390669294198353,0.20733195635477703,0.9707959602038065,75.0899999809265,78.65000022888184,0.23259826884269713,0.24000682740211488,0.23259826884269713,0.24476102850437165,7.766242980957031,8.0,1.8064146727823531,1.9580882280349732
3,0.5863268211046855,0.520826604684194,0.2420955642223358,0.24589611932436625,0.23829500693480174,0.9706226040522258,81.08333334287008,81.23999953269958,0.2436184195995331,0.2514278944969177,0.2436184195995331,0.25607002348899843,7.763187408447266,8.0,1.8912554475009178,2.0485601879119875
4,0.5536900026639302,0.4660590372244517,0.2505894333521525,0.2545690137227376,0.24660985420544942,0.970092408021291,83.06333333333333,82.20999974250793,0.25058841853141783,0.25880727872848514,0.25058841853141783,0.2636973611831665,7.7575836181640625,8.0,1.9439606105009668,2.109578889465332
5,0.5451018741607666,0.4354032080491384,0.2554810962041219,0.2596534225304922,0.2513087666193644,0.9692461439768474,84.20333335876465,83.7400001335144,0.2528163024902344,0.2613483660697937,0.2528163024902344,0.26635867586135864,7.7496795654296875,8.0,1.9592453332160602,2.130869406890869
6,0.5161812849839529,0.406393278948466,0.2593425172805786,0.26371223607063293,0.2549728008270264,0.9682087860425314,85.54333333333334,84.49000016212463,0.2556657555103302,0.2645797420024872,0.2556657555103302,0.26975766816139224,7.741131782531738,8.0,1.9791423056860062,2.158061345291138
7,0.4965154462973277,0.3867665955384572,0.26073392130533857,0.2652746376514435,0.2561932046572367,0.9671214976946513,86.23000000635783,85.20000026702881,0.25481822376251223,0.26397347173690794,0.25481822376251223,0.2693149760246277,7.732235908508301,8.0,1.9703146199188002,2.1545198081970214
8,0.4835051330248515,0.3739113544782003,0.25991328605016073,0.26460112171173095,0.25522544733683267,0.9659811331748962,86.60166665077209,85.60999943733215,0.2528916383743286,0.26232969064712525,0.2528916383743286,0.26799929456710814,7.722883701324463,8.0,1.9530527122023424,2.143994356536865
9,0.47035223752657573,0.3609700789451599,0.25804770712852476,0.2628511662165324,0.25324424753189084,0.9647976892789205,87.18500001589457,86.09999968528747,0.25177326402664185,0.26150772228240965,0.25177326402664185,0.26743130645751956,7.713244915008545,8.0,1.941988848488599,2.1394504516601565
10,0.4584090980529785,0.3492179165999095,0.25668837852478027,0.26163623491923016,0.2517405259927114,0.9635676019668579,87.61333335876465,87.07999950408936,0.2510564560890198,0.2611048712730408,0.2510564560890198,0.2670914060592651,7.703197002410889,8.0,1.933937339980838,2.136731248474121
11,0.4458251891295115,0.3367112765789032,0.25769335498809814,0.2628414926528931,0.2525452122370402,0.9622924024581909,88.05833335240682,87.44000032424927,0.2520720467567444,0.26255309953689576,0.2520720467567444,0.268735867023468,7.692780494689941,8.0,1.939134924546854,2.149886936187744
12,0.4362217930316925,0.3273479342937469,0.25555962669054666,0.26084044405619305,0.2502788083076477,0.9609587508837382,88.44499999046326,87.5100002861023,0.25210868945121767,0.2629827522277832,0.25210868945121767,0.26930906367301943,7.681893348693848,8.0,1.9366720646432318,2.1544725093841555
13,0.42917506262461347,0.32037445421218874,0.2568732083002726,0.26237828947703046,0.2513681217352549,0.9595694302558899,88.63000000317892,87.91999996185302,0.24978832120895386,0.26092881360054015,0.24978832120895386,0.26774283742904664,7.670472621917725,8.0,1.9159944791080712,2.141942699432373
14,0.4243152228355408,0.3158088180541992,0.2539114025592804,0.2595615510304769,0.24826125001907348,0.9581083065986633,88.86333334604899,88.15999996185303,0.24443675723075867,0.2557549758911133,0.24443675723075867,0.2622047918319702,7.658477306365967,8.0,1.8720133580934524,2.0976383346557617
15,0.41532019252777097,0.3070608429590861,0.25201581885019936,0.25781202166875206,0.2462196173508962,0.9565855472564697,89.1566666507721,87.95000014305114,0.2477342093229294,0.2596600879669189,0.2477342093229294,0.2664222123146057,7.646066665649414,8.0,1.8941922798450648,2.1313776985168458
16,0.4109124894618988,0.30276091307004294,0.2530356782436371,0.2590799321810405,0.24699142547448477,0.9549978950500488,89.24000001271565,88.41000024795532,0.245321204662323,0.2575764925956726,0.245321204662323,0.26477118864059446,7.633045673370361,8.0,1.8725479598337493,2.1181695091247557
