From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,4.545454502105713,7.500000476837158,160,True
2,3,4.545454502105713,7.017543792724609,171,True
3,4,1.1363636255264282,1.7441861629486084,172,True
4,5,1.89393949508667,2.6737966537475586,187,True
5,6,1.1363636255264282,1.6042779684066772,187,True
6,7,1.5151515007019043,2.1052632331848145,190,True
7,8,1.89393949508667,2.6315789222717285,190,True
