From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,2.7699999809265137,3.7924423217773438,7304,True
2,3,1.4800000190734863,1.7637945413589478,8391,True
3,4,0.6000000238418579,0.6879156231880188,8722,True
4,5,0.35999998450279236,0.3890630006790161,9253,True
5,6,0.4099999964237213,0.4293643534183502,9549,True
6,7,0.4000000059604645,0.4154117703437805,9629,True
7,8,0.38999998569488525,0.403267502784729,9671,True
