epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9622549146175384,0.9622549146175384,0.0,0.0,0.120824560546875,1.0,0.0,0.0,0.0,0.0,68.13333333969116,0.0,88.13,88.13,0.0,0.16488723406791686,0.16488723406791686,0.16488723406791686,8.0,8.0,8.0,8.0,8.0,8.0,1.3190978725433349,1.3190978725433349,8.0,1.3190978725433349
2,0.3158574342091878,0.3158574342091878,0.0,0.0,0.16659720052083332,1.0,0.0,0.0,0.0,0.0,90.93166666666667,0.0,93.01,93.01,0.0,0.16880997738838197,0.16880997738838197,0.16880997738838197,8.0,8.0,8.0,8.0,8.0,8.0,1.3504798191070557,1.3504798191070557,8.0,1.3504798191070557
3,0.23011564135551452,0.23011564135551452,0.0,0.0,0.1681349609375,1.0,0.0,0.0,0.0,0.0,93.44833333651225,0.0,94.55,94.55,0.0,0.16945556788444519,0.16945556788444519,0.16945556788444519,8.0,8.0,8.0,8.0,8.0,8.0,1.3556445430755615,1.3556445430755615,8.0,1.3556445430755615
4,0.1889925136009852,0.1889925136009852,0.0,0.0,0.16726178385416668,1.0,0.0,0.0,0.0,0.0,94.59833333651225,0.0,95.38,95.38,0.0,0.16949385032653808,0.16949385032653808,0.16949385032653808,8.0,8.0,8.0,8.0,8.0,8.0,1.3559508026123046,1.3559508026123046,8.0,1.3559508026123046
5,0.1573786213517189,0.1573786213517189,0.0,0.0,0.16761888020833332,1.0,0.0,0.0,0.0,0.0,95.38166666984559,0.0,96.07,96.07,0.0,0.16908607378005983,0.16908607378005983,0.16908607378005983,8.0,8.0,8.0,8.0,8.0,8.0,1.3526885902404786,1.3526885902404786,8.0,1.3526885902404786
6,0.13847506239414215,0.13847506239414215,0.0,0.0,0.16662350260416667,1.0,0.0,0.0,0.0,0.0,95.89666666984559,0.0,96.35,96.35,0.0,0.1666920955657959,0.1666920955657959,0.1666920955657959,8.0,8.0,8.0,8.0,8.0,8.0,1.3335367645263672,1.3335367645263672,8.0,1.3335367645263672
7,0.12332679246664047,0.12332679246664047,0.0,0.0,0.16482272135416667,1.0,0.0,0.0,0.0,0.0,96.37500000635782,0.0,96.35,96.35,0.0,0.16591860058307648,0.16591860058307648,0.16591860058307648,8.0,8.0,8.0,8.0,8.0,8.0,1.3273488046646118,1.3273488046646118,8.0,1.3273488046646118
8,0.11439376688798268,0.11439376688798268,0.0,0.0,0.16396569010416667,1.0,0.0,0.0,0.0,0.0,96.54833333969117,0.0,96.88,96.88,0.0,0.1627900257587433,0.1627900257587433,0.1627900257587433,8.0,8.0,8.0,8.0,8.0,8.0,1.3023202060699464,1.3023202060699464,8.0,1.3023202060699464
9,0.10652012177705765,0.10652012177705765,0.0,0.0,0.16159557291666668,1.0,0.0,0.0,0.0,0.0,96.84833333969117,0.0,96.74,96.74,0.0,0.1636914879322052,0.1636914879322052,0.1636914879322052,8.0,8.0,8.0,8.0,8.0,8.0,1.3095319034576416,1.3095319034576416,8.0,1.3095319034576416
10,0.09984719852209091,0.09984719852209091,0.0,0.0,0.16146770833333332,1.0,0.0,0.0,0.0,0.0,97.04833333969117,0.0,96.91,96.91,0.0,0.16295268216133119,0.16295268216133119,0.16295268216133119,8.0,8.0,8.0,8.0,8.0,8.0,1.3036214572906495,1.3036214572906495,8.0,1.3036214572906495
