epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9200140487670898,0.9200140487670898,0.0,0.0,0.092830322265625,0.75,0.0,0.0,0.0,0.0,71.13833333651225,0.0,91.09,91.09,0.0,0.12182884776592255,0.12182884776592255,0.12182884776592255,6.0,6.0,6.0,6.0,6.0,6.0,0.7309730865955353,0.7309730865955353,6.0,0.7309730865955353
2,0.25259340682824455,0.25259340682824455,0.0,0.0,0.12429407552083334,0.75,0.0,0.0,0.0,0.0,92.78333333651224,0.0,94.5,94.5,0.0,0.1279889471054077,0.1279889471054077,0.1279889471054077,6.0,6.0,6.0,6.0,6.0,6.0,0.7679336826324463,0.7679336826324463,6.0,0.7679336826324463
3,0.17128125634988148,0.17128125634988148,0.0,0.0,0.1267373046875,0.75,0.0,0.0,0.0,0.0,94.915,0.0,95.92,95.92,0.0,0.1280224945783615,0.1280224945783615,0.1280224945783615,6.0,6.0,6.0,6.0,6.0,6.0,0.7681349674701691,0.7681349674701691,6.0,0.7681349674701691
4,0.13913366660674414,0.13913366660674414,0.0,0.0,0.12655983072916666,0.75,0.0,0.0,0.0,0.0,95.81333333651224,0.0,96.61,96.61,0.0,0.1269017971396446,0.1269017971396446,0.1269017971396446,6.0,6.0,6.0,6.0,6.0,6.0,0.7614107828378678,0.7614107828378678,6.0,0.7614107828378678
5,0.12132684377034506,0.12132684377034506,0.0,0.0,0.12757779947916667,0.75,0.0,0.0,0.0,0.0,96.38666666984558,0.0,96.72,96.72,0.0,0.1277147394180298,0.1277147394180298,0.1277147394180298,6.0,6.0,6.0,6.0,6.0,6.0,0.7662884365081787,0.7662884365081787,6.0,0.7662884365081787
6,0.11149758207798004,0.11149758207798004,0.0,0.0,0.12684850260416666,0.75,0.0,0.0,0.0,0.0,96.66333333333333,0.0,96.73,96.73,0.0,0.12819715461730957,0.12819715461730957,0.12819715461730957,6.0,6.0,6.0,6.0,6.0,6.0,0.7691829277038574,0.7691829277038574,6.0,0.7691829277038574
7,0.10259249538977941,0.10259249538977941,0.0,0.0,0.12771373697916666,0.75,0.0,0.0,0.0,0.0,96.86500000317892,0.0,96.99,96.99,0.0,0.12916801240444184,0.12916801240444184,0.12916801240444184,6.0,6.0,6.0,6.0,6.0,6.0,0.775008074426651,0.775008074426651,6.0,0.775008074426651
8,0.09626685067415237,0.09626685067415237,0.0,0.0,0.12828450520833334,0.75,0.0,0.0,0.0,0.0,97.05333333333333,0.0,97.12,97.12,0.0,0.12958024110794067,0.12958024110794067,0.12958024110794067,6.0,6.0,6.0,6.0,6.0,6.0,0.7774814466476441,0.7774814466476441,6.0,0.7774814466476441
9,0.09074497924844424,0.09074497924844424,0.0,0.0,0.1285419921875,0.75,0.0,0.0,0.0,0.0,97.21666666666667,0.0,97.13,97.13,0.0,0.12988154866695403,0.12988154866695403,0.12988154866695403,6.0,6.0,6.0,6.0,6.0,6.0,0.7792892920017243,0.7792892920017243,6.0,0.7792892920017243
10,0.0858206194003423,0.0858206194003423,0.0,0.0,0.12814674479166666,0.75,0.0,0.0,0.0,0.0,97.39333333969117,0.0,97.5,97.5,0.0,0.12894103651046754,0.12894103651046754,0.12894103651046754,6.0,6.0,6.0,6.0,6.0,6.0,0.7736462190628052,0.7736462190628052,6.0,0.7736462190628052
