From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,3.409090995788574,7.6271185874938965,118,True
2,3,3.78787899017334,6.62251615524292,151,True
3,4,1.89393949508667,2.9239766597747803,171,True
4,5,2.2727272510528564,3.278688430786133,183,True
5,6,0.7575757503509521,1.0928961038589478,183,True
6,7,1.89393949508667,2.6455025672912598,189,True
7,8,1.5151515007019043,2.1164021492004395,189,True
