From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,4.9242424964904785,9.923664093017578,131,True
2,3,3.0303030014038086,5.03144645690918,159,True
3,4,3.409090995788574,5.113636493682861,176,True
4,5,1.5151515007019043,2.1978023052215576,182,True
5,6,1.89393949508667,2.659574508666992,188,True
6,7,1.89393949508667,2.6455025672912598,189,True
7,8,1.89393949508667,2.6455025672912598,189,True
