From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,3.0303030014038086,6.837607383728027,117,True
2,3,3.0303030014038086,5.333333492279053,150,True
3,4,2.651515245437622,4.117647171020508,170,True
4,5,1.5151515007019043,2.2727272510528564,176,True
5,6,1.1363636255264282,1.648351788520813,182,True
6,7,1.5151515007019043,2.1390373706817627,187,True
7,8,1.89393949508667,2.659574508666992,188,True
