Model,Accuracy,Raw Spike Rate,Gated Spike Rate,Prefix Spike Rate,Effective Timestep,Hard Effective Timestep,Energy Proxy,Prefix Energy Proxy,Selected Neurons
fixed_lif,88.95000002861023,0.2927749201774597,0.2927749201774597,0.2927749201774597,8.0,8.0,2.3421993614196777,2.3421993614196777,fixed_lif; fixed_lif
gate_only,89.16999984741211,0.2523665141105652,0.24404347646236418,0.2573314351081848,7.744183540344238,8.0,1.8899174735482271,2.0586514808654783,fast_sensitive; fast_sensitive
neuron_only,87.97000032424927,0.33033194575309754,0.33033194575309754,0.33033194575309754,8.0,8.0,2.6426555660247804,2.6426555660247804,memory_balanced; memory_balanced
spikegate,87.46999957084655,0.3282233127593994,0.31799274101257324,0.331040478181839,7.766173362731934,8.0,2.4695867547939607,2.648323825454712,memory_balanced; memory_balanced
