epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,2.079835004793236,2.079835004793236,0.0,0.0,0.029029895778928737,1.0,0.0,0.0,0.0,0.0,22.56267409747468,0.0,46.96969696969697,46.96969696969697,0.0,0.062120149532953896,0.062120149532953896,0.062120149532953896,8.0,8.0,8.0,8.0,8.0,8.0,0.49696119626363117,0.49696119626363117,8.0,0.49696119626363117
2,1.1971306403477986,1.1971306403477986,0.0,0.0,0.05984970276955664,1.0,0.0,0.0,0.0,0.0,57.010213600449134,0.0,58.71212121212121,58.71212121212121,0.0,0.07355841633045312,0.07355841633045312,0.07355841633045312,8.0,8.0,8.0,8.0,8.0,8.0,0.588467330643625,0.588467330643625,8.0,0.588467330643625
3,0.9632969603786451,0.9632969603786451,0.0,0.0,0.06634926685273039,1.0,0.0,0.0,0.0,0.0,61.46703810191531,0.0,61.36363636363637,61.36363636363637,0.0,0.07352797009728172,0.07352797009728172,0.07352797009728172,8.0,8.0,8.0,8.0,8.0,8.0,0.5882237607782538,0.5882237607782538,8.0,0.5882237607782538
4,0.8411308793747104,0.8411308793747104,0.0,0.0,0.06733906213730269,1.0,0.0,0.0,0.0,0.0,65.6453110824167,0.0,62.878787878787875,62.878787878787875,0.0,0.08130945671688426,0.08130945671688426,0.08130945671688426,8.0,8.0,8.0,8.0,8.0,8.0,0.6504756537350741,0.6504756537350741,8.0,0.6504756537350741
5,0.7232843378460175,0.7232843378460175,0.0,0.0,0.07289569822858635,1.0,0.0,0.0,0.0,0.0,69.54503255302195,0.0,64.39393939393939,64.39393939393939,0.0,0.08341900326988914,0.08341900326988914,0.08341900326988914,8.0,8.0,8.0,8.0,8.0,8.0,0.6673520261591132,0.6673520261591132,8.0,0.6673520261591132
6,0.6799079398922934,0.6799079398922934,0.0,0.0,0.07422356707361305,1.0,0.0,0.0,0.0,0.0,72.33054786782189,0.0,67.42424242424242,67.42424242424242,0.0,0.08678679393999504,0.08678679393999504,0.08678679393999504,8.0,8.0,8.0,8.0,8.0,8.0,0.6942943515199603,0.6942943515199603,8.0,0.6942943515199603
7,0.6498491409872015,0.6498491409872015,0.0,0.0,0.07412467538590993,1.0,0.0,0.0,0.0,0.0,72.7019498773272,0.0,64.39393939393939,64.39393939393939,0.0,0.08564259427966493,0.08564259427966493,0.08564259427966493,8.0,8.0,8.0,8.0,8.0,8.0,0.6851407542373195,0.6851407542373195,8.0,0.6851407542373195
8,0.6533164600586603,0.6533164600586603,0.0,0.0,0.07588387066939416,1.0,0.0,0.0,0.0,0.0,72.33054785675326,0.0,63.25757575757576,63.25757575757576,0.0,0.08457735361474933,0.08457735361474933,0.08457735361474933,8.0,8.0,8.0,8.0,8.0,8.0,0.6766188289179946,0.6766188289179946,8.0,0.6766188289179946
9,0.5846427143339549,0.5846427143339549,0.0,0.0,0.0747490247976149,1.0,0.0,0.0,0.0,0.0,77.06592386534841,0.0,65.53030303030303,65.53030303030303,0.0,0.08965958248485219,0.08965958248485219,0.08965958248485219,8.0,8.0,8.0,8.0,8.0,8.0,0.7172766598788175,0.7172766598788175,8.0,0.7172766598788175
10,0.5626047419638355,0.5626047419638355,0.0,0.0,0.07757965059554899,1.0,0.0,0.0,0.0,0.0,75.95171775658483,0.0,65.15151515151516,65.15151515151516,0.0,0.09046547972794736,0.09046547972794736,0.09046547972794736,8.0,8.0,8.0,8.0,8.0,8.0,0.7237238378235789,0.7237238378235789,8.0,0.7237238378235789
