From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,4.545454502105713,9.836065292358398,122,True
2,3,6.060606002807617,9.756096839904785,164,True
3,4,1.89393949508667,2.941176414489746,170,True
4,5,3.409090995788574,5.084745407104492,177,True
5,6,3.78787899017334,5.780346870422363,173,True
6,7,2.2727272510528564,3.5928144454956055,167,True
7,8,0.3787878751754761,0.5988024473190308,167,True
