epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,train_final_ce,train_prefix_ce,train_temporal_loss,train_total_loss,train_selected_transition_fraction,train_violating_transition_fraction,val_loss,val_acc,val_soft_acc,val_hard_acc,val_raw_spike_rate,val_gated_spike_rate,val_prefix_spike_rate,val_effective_timestep,val_hard_effective_timestep,val_layer1_effective_timestep,val_layer2_effective_timestep,val_layer1_hard_timestep,val_layer2_hard_timestep,val_energy_proxy,val_prefix_energy_proxy,val_executed_timestep,val_loop_energy_proxy,val_final_accuracy,val_mean_prefix_accuracy,val_ever_regressed_fraction,val_mean_population_regression,val_mean_conditional_regression,val_beneficial_transition_fraction,val_destructive_transition_fraction,val_stable_correct_fraction
1,0.4939720825776458,0.4567832228218516,0.0,0.0,0.1356703753663848,1.0,0.0,0.0,0.0,0.0,85.86666666666666,0.0,0.4567832228218516,0.5903794213781755,0.03718885956405423,0.4939720825776458,0.0,0.0,0.1881108198463917,94.425,94.425,0.0,0.14375551360845565,0.14375551360845565,0.14375551360845565,8.0,8.0,8.0,8.0,8.0,8.0,1.1500441088676452,1.1500441088676452,8.0,1.1500441088676452,94.42499542236328,91.42500305175781,6.337846279144287,0.9309523701667786,1.0230647325515747,1.8928570747375488,0.9309523701667786,94.42499542236328
2,0.1822944558908542,0.15857454064736765,0.0,0.0,0.137675878499945,1.0,0.0,0.0,0.0,0.0,95.36458333333333,0.0,0.15857454064736765,0.22985061147933206,0.023719915266459186,0.1822944558908542,0.0,0.0,0.13789229508737724,95.6,95.6,0.0,0.13135510931412378,0.13135510931412378,0.13135510931412378,8.0,8.0,8.0,8.0,8.0,8.0,1.0508408745129902,1.0508408745129902,8.0,1.0508408745129902,95.5999984741211,93.40521240234375,5.071599006652832,0.7714285254478455,0.8286762833595276,1.4357143640518188,0.7714285254478455,95.5999984741211
3,0.1390081988312304,0.12032414800859988,0.0,0.0,0.1263209985891978,1.0,0.0,0.0,0.0,0.0,96.34375,0.0,0.12032414800859988,0.16983713250110546,0.01868405104149133,0.1390081988312304,0.0,0.0,0.10001884077241023,96.96666666666667,96.96666666666667,0.0,0.12193243513504665,0.12193243513504665,0.12193243513504665,8.0,8.0,8.0,8.0,8.0,8.0,0.9754594810803732,0.9754594810803732,8.0,0.9754594810803732,96.96666717529297,95.5718765258789,3.615273952484131,0.5392857193946838,0.5654512643814087,1.0607142448425293,0.5392857193946838,96.96666717529297
4,0.11460424032496909,0.09927217872533947,0.0,0.0,0.1185099823276202,1.0,0.0,0.0,0.0,0.0,96.96666666666667,0.0,0.09927217872533947,0.1371875475247701,0.015332061535523583,0.11460424032496909,0.0,0.0,0.08746692125747602,97.40833333333333,97.40833333333333,0.0,0.11392507163683574,0.11392507163683574,0.11392507163683574,8.0,8.0,8.0,8.0,8.0,8.0,0.9114005730946859,0.9114005730946859,8.0,0.9114005730946859,97.40833282470703,96.31145477294922,3.0574324131011963,0.4630952477455139,0.48161447048187256,0.8678571581840515,0.4630952477455139,97.40833282470703
5,0.10054921928824236,0.08735852598864585,0.0,0.0,0.11183908885220686,1.0,0.0,0.0,0.0,0.0,97.28541666666666,0.0,0.08735852598864585,0.11788240099325777,0.013190693251400565,0.10054921928824236,0.0,0.0,0.0995761317461729,96.84166666666667,96.84166666666667,0.0,0.11107783460617066,0.11107783460617066,0.11107783460617066,8.0,8.0,8.0,8.0,8.0,8.0,0.8886226768493652,0.8886226768493652,8.0,0.8886226768493652,96.84166717529297,96.12083435058594,3.571126937866211,0.5595238208770752,0.582728922367096,0.8654761910438538,0.5595238208770752,96.84166717529297
6,0.09030460308073089,0.07844867006409913,0.0,0.0,0.1066439065982898,1.0,0.0,0.0,0.0,0.0,97.5875,0.0,0.07844867006409913,0.10554395766975358,0.011855932997073979,0.09030460308073089,0.0,0.0,0.06766291127043465,97.88333333333334,97.88333333333334,0.0,0.10230123569567998,0.10230123569567998,0.10230123569567998,8.0,8.0,8.0,8.0,8.0,8.0,0.8184098855654398,0.8184098855654398,8.0,0.8184098855654398,97.88333129882812,97.10624694824219,2.166764974594116,0.32976189255714417,0.3399774134159088,0.625,0.32976189255714417,97.88333129882812
7,0.08012832197903966,0.06959770450197782,0.0,0.0,0.10180291630824408,1.0,0.0,0.0,0.0,0.0,97.8375,0.0,0.06959770450197782,0.09351663844333961,0.010530617521338475,0.08012832197903966,0.0,0.0,0.08078067799285055,97.36666666666666,97.36666666666666,0.0,0.09742041248083115,0.09742041248083115,0.09742041248083115,8.0,8.0,8.0,8.0,8.0,8.0,0.7793632998466492,0.7793632998466492,8.0,0.7793632998466492,97.36666870117188,96.66874694824219,2.7789509296417236,0.4154761731624603,0.43023741245269775,0.6690475940704346,0.4154761731624603,97.36666870117188
8,0.07516526346746832,0.06536080540282031,0.0,0.0,0.09618851771950722,1.0,0.0,0.0,0.0,0.0,97.94791666666667,0.0,0.06536080540282031,0.08641004021745174,0.009804458107682877,0.07516526346746832,0.0,0.0,0.05883907931360106,98.15833333333333,98.15833333333333,0.0,0.09248758949836096,0.09248758949836096,0.09248758949836096,8.0,8.0,8.0,8.0,8.0,8.0,0.7399007159868877,0.7399007159868877,8.0,0.7399007159868877,98.15833282470703,97.43333435058594,1.9037991762161255,0.28214284777641296,0.28988343477249146,0.5464285612106323,0.28214284777641296,98.15833282470703
9,0.06880123826209456,0.06000611607862326,0.0,0.0,0.09221272136767705,1.0,0.0,0.0,0.0,0.0,98.1,0.0,0.06000611607862326,0.07949562909547239,0.008795122070936487,0.06880123826209456,0.0,0.0,0.05499607910215855,98.4,98.4,0.0,0.09224954217672349,0.09224954217672349,0.09224954217672349,8.0,8.0,8.0,8.0,8.0,8.0,0.7379963374137879,0.7379963374137879,8.0,0.7379963374137879,98.4000015258789,97.7593765258789,1.7658929824829102,0.2726190388202667,0.2791287302970886,0.5059524178504944,0.2726190388202667,98.4000015258789
10,0.06381505973202486,0.055515471275430175,0.0,0.0,0.09002727340658506,1.0,0.0,0.0,0.0,0.0,98.31041666666667,0.0,0.055515471275430175,0.07371291739396596,0.008299588509049499,0.06381505973202486,0.0,0.0,0.05689493706574043,98.25,98.25,0.0,0.08825715035200118,0.08825715035200118,0.08825715035200118,8.0,8.0,8.0,8.0,8.0,8.0,0.7060572028160095,0.7060572028160095,8.0,0.7060572028160095,98.25,97.625,1.8186410665512085,0.2750000059604645,0.2819480001926422,0.5166666507720947,0.2750000059604645,98.25
11,0.05940570276579819,0.05156250639927263,0.0,0.0,0.08910976349810759,1.0,0.0,0.0,0.0,0.0,98.42916666666666,0.0,0.05156250639927263,0.0696359399391804,0.007843196307279868,0.05940570276579819,0.0,0.0,0.06539101226938268,97.83333333333333,97.83333333333333,0.0,0.08996986381212871,0.08996986381212871,0.08996986381212871,8.0,8.0,8.0,8.0,8.0,8.0,0.7197589104970297,0.7197589104970297,8.0,0.7197589104970297,97.83333587646484,97.4937515258789,2.131603240966797,0.3142857253551483,0.3225254714488983,0.488095223903656,0.3142857253551483,97.83333587646484
12,0.05680768146940197,0.04934042603879546,0.0,0.0,0.08841708230475585,1.0,0.0,0.0,0.0,0.0,98.49583333333334,0.0,0.04934042603879546,0.06584356981950501,0.0074672554445957455,0.05680768146940197,0.0,0.0,0.04828085922263563,98.55,98.55,0.0,0.08668281781673431,0.08668281781673431,0.08668281781673431,8.0,8.0,8.0,8.0,8.0,8.0,0.6934625425338745,0.6934625425338745,8.0,0.6934625425338745,98.54999542236328,98.04270935058594,1.5542300939559937,0.22976191341876984,0.23452213406562805,0.4214285910129547,0.22976191341876984,98.54999542236328
13,0.05387715617241338,0.046829939846647906,0.0,0.0,0.0864955966124932,1.0,0.0,0.0,0.0,0.0,98.55416666666666,0.0,0.046829939846647906,0.06272660728559519,0.0070472163124844275,0.05387715617241338,0.0,0.0,0.04584300931015362,98.68333333333334,98.68333333333334,0.0,0.08628233007589976,0.08628233007589976,0.08628233007589976,8.0,8.0,8.0,8.0,8.0,8.0,0.6902586406071981,0.6902586406071981,8.0,0.6902586406071981,98.68333435058594,98.17395782470703,1.3178880214691162,0.20119047164916992,0.2050846368074417,0.4059523940086365,0.20119047164916992,98.68333435058594
14,0.05110974365146831,0.04449327800702304,0.0,0.0,0.08474588278432688,1.0,0.0,0.0,0.0,0.0,98.64166666666667,0.0,0.04449327800702304,0.05982148130517453,0.006616465647258641,0.05110974365146831,0.0,0.0,0.04360978440319498,98.69166666666666,98.69166666666666,0.0,0.08462371416886648,0.08462371416886648,0.08462371416886648,8.0,8.0,8.0,8.0,8.0,8.0,0.6769897133509318,0.6769897133509318,8.0,0.6769897133509318,98.69166564941406,98.27083587646484,1.2760241031646729,0.19404762983322144,0.19758294522762299,0.380952388048172,0.19404762983322144,98.69166564941406
15,0.0486411777602043,0.042207764668234934,0.0,0.0,0.08279748649895191,1.0,0.0,0.0,0.0,0.0,98.69791666666667,0.0,0.042207764668234934,0.057017981134840134,0.006433413037564606,0.0486411777602043,0.0,0.0,0.04474450910712282,98.59166666666667,98.59166666666667,0.0,0.08276492828130722,0.08276492828130722,0.08276492828130722,8.0,8.0,8.0,8.0,8.0,8.0,0.6621194262504577,0.6621194262504577,8.0,0.6621194262504577,98.59166717529297,98.2281265258789,1.3097137212753296,0.19404762983322144,0.1976524293422699,0.36071428656578064,0.19404762983322144,98.59166717529297
16,0.04617798495152965,0.04001326750793184,0.0,0.0,0.08130655897160372,1.0,0.0,0.0,0.0,0.0,98.74791666666667,0.0,0.04001326750793184,0.05453494534587177,0.0061647174693935086,0.04617798495152965,0.0,0.0,0.046489837667283915,98.48333333333333,98.48333333333333,0.0,0.08108247590065003,0.08108247590065003,0.08108247590065003,8.0,8.0,8.0,8.0,8.0,8.0,0.6486598072052002,0.6486598072052002,8.0,0.6486598072052002,98.48333740234375,98.16458129882812,1.3032877445220947,0.1964285671710968,0.2001941204071045,0.3452380895614624,0.1964285671710968,98.48333740234375
17,0.044795135419330716,0.0387967397250856,0.0,0.0,0.08079923979441325,1.0,0.0,0.0,0.0,0.0,98.81041666666667,0.0,0.0387967397250856,0.052946490832002986,0.005998395690895753,0.044795135419330716,0.0,0.0,0.045825309045612814,98.525,98.525,0.0,0.07978011167049408,0.07978011167049408,0.07978011167049408,8.0,8.0,8.0,8.0,8.0,8.0,0.6382408933639526,0.6382408933639526,8.0,0.6382408933639526,98.5250015258789,98.30208587646484,1.385157823562622,0.21785713732242584,0.22169189155101776,0.3571428656578064,0.21785713732242584,98.5250015258789
