epoch,train_loss,train_ce_loss,train_spike_cost,train_raw_spike_rate,train_gated_spike_rate,train_time_cost,train_acc,test_acc,test_spike_rate,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,energy_proxy,prefix_energy_proxy
1,1.579830979792277,1.5592141702334086,0.12052995659510295,0.12052995659510295,0.11663968454996745,0.9705754799524943,56.62500001907349,50.57000027656555,0.4269513101100922,0.43986438541412354,0.4269513101100922,0.4430357535362244,7.767579078674316,8.0,3.316378064023742,3.544286028289795
2,0.8218766984303792,0.7783233063062032,0.2356328759511312,0.2356328759511312,0.2282529256661733,0.9710184921264648,72.97333336512247,76.08000002861023,0.34094675521850587,0.3516740032196045,0.34094675521850587,0.35451514806747436,7.7684712409973145,8.0,2.648635062626314,2.836121184539795
3,0.6880878031730652,0.621054149500529,0.29242406651179,0.29242406651179,0.28350656874974567,0.9710155981063843,77.60499999364217,76.91999958992004,0.34472626161575315,0.3555971735477447,0.34472626161575315,0.35824747829437253,7.767333984375,8.0,2.6776040071545864,2.8659798263549803
4,0.6466087878227234,0.5570168925285339,0.29826093150774635,0.29826093150774635,0.2890863541285197,0.9707682656606038,79.57000000317892,79.21000033378601,0.3511384916305542,0.3623321617126465,0.3511384916305542,0.3650832269668579,7.764667510986328,8.0,2.726473637820509,2.9206658157348633
5,0.6503937092463176,0.539241551208496,0.28233716815312704,0.28233716815312704,0.2735077223221461,0.970352953116099,80.35333336194357,80.74000003814697,0.35014262504577637,0.3614746076107025,0.35014262504577637,0.36391141767501833,7.7605743408203125,8.0,2.7173078715577197,2.9112913414001467
6,0.6168521092732747,0.5052740446249644,0.29192853473027547,0.29192853473027547,0.28267517306009926,0.9698164443651835,81.66499999364217,82.0000003528595,0.3652119869709015,0.3772504690170288,0.3652119869709015,0.3797747365951538,7.756086349487305,8.0,2.8326157068141447,3.0381978927612305
7,0.5833466487884521,0.4714852707703908,0.2987888635158539,0.2987888635158539,0.2890884558677673,0.9692193152745565,83.30833336830139,82.39000017166137,0.3729795428276062,0.385511537361145,0.3729795428276062,0.38817876281738284,7.7511677742004395,8.0,2.891027012801354,3.1054301025390627
8,0.5577443472226461,0.44478539322217303,0.3220575118223826,0.3220575118223826,0.3115035329023997,0.9685607508659363,83.92666666348775,83.11999966621399,0.3336272442817688,0.3454332425117493,0.3336272442817688,0.3485643525600433,7.745248794555664,8.0,2.584026011604298,2.7885148204803465
9,0.5574649520715078,0.44509028522173566,0.3119229772567749,0.3119229772567749,0.3013692583401998,0.9677851836840312,84.22500000953674,83.38000041961669,0.3273299656867981,0.3391881093978882,0.3273299656867981,0.3421680492401123,7.739084720611572,8.0,2.5332343360450094,2.7373443939208983
10,0.5489626174290975,0.4363822052160899,0.31766731176376345,0.31766731176376345,0.306640381749471,0.9669704981486003,84.36500000317892,84.2899997329712,0.3193310643196106,0.33121702537536624,0.3193310643196106,0.33427393627166746,7.731935024261475,8.0,2.469047040547491,2.6741914901733397
11,0.5322799407323201,0.4191231741428375,0.3310017851670583,0.3310017851670583,0.31929444224039716,0.9660667499860128,84.9616666730245,84.61000041007996,0.32019534039497377,0.3324061947822571,0.32019534039497377,0.33562097787857054,7.724634170532227,8.0,2.473391867660212,2.6849678230285643
12,0.5079597548802693,0.39566472457249957,0.3156721429506938,0.3156721429506938,0.30407961554527285,0.965114207204183,85.94166665712993,85.66000022888184,0.3220857809066772,0.33474805097579957,0.3220857809066772,0.33822613687515257,7.716852188110352,8.0,2.4854883631489235,2.7058090950012206
13,0.4974436064561208,0.38474361432393395,0.3257103977362315,0.3257103977362315,0.31352217472394306,0.9641447130203247,86.46500001271566,85.61999972343445,0.32743791923522947,0.34068650832176206,0.32743791923522947,0.34424921793937685,7.708927154541016,8.0,2.5241950670188684,2.753993743515015
14,0.49881729078292847,0.3870539783477783,0.30903789800008136,0.30903789800008136,0.29711276852289836,0.9631141986211141,86.3633333492279,86.140000333786,0.32618297772407534,0.33978243389129636,0.32618297772407534,0.3433815897464752,7.7006425857543945,8.0,2.5118185290101915,2.7470527179718016
