epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,train_final_ce,train_prefix_ce,train_temporal_loss,train_total_loss,train_selected_transition_fraction,train_violating_transition_fraction,val_loss,val_acc,val_soft_acc,val_hard_acc,val_raw_spike_rate,val_gated_spike_rate,val_prefix_spike_rate,val_effective_timestep,val_hard_effective_timestep,val_layer1_effective_timestep,val_layer2_effective_timestep,val_layer1_hard_timestep,val_layer2_hard_timestep,val_energy_proxy,val_prefix_energy_proxy,val_executed_timestep,val_loop_energy_proxy,val_final_accuracy,val_mean_prefix_accuracy,val_ever_regressed_fraction,val_mean_population_regression,val_mean_conditional_regression,val_beneficial_transition_fraction,val_destructive_transition_fraction,val_stable_correct_fraction
1,0.4874148501592378,0.4874148501592378,0.0,0.0,0.1430411770346885,1.0,0.0,0.0,0.0,0.0,84.77083333333333,0.0,0.4874148501592378,0.0,0.0,0.4874148501592378,0.0,0.0,0.22260732845465342,93.15833333333333,93.15833333333333,0.0,0.1494862502415975,0.1494862502415975,0.1494862502415975,8.0,8.0,8.0,8.0,8.0,8.0,1.19589000193278,1.19589000193278,8.0,1.19589000193278,93.15833282470703,81.953125,12.228166580200195,1.7476190328598022,2.174943685531616,5.602381229400635,1.7476190328598022,93.15833282470703
2,0.18978806988149882,0.18978806988149882,0.0,0.0,0.1418536031941573,1.0,0.0,0.0,0.0,0.0,94.35,0.0,0.18978806988149882,0.0,0.0,0.18978806988149882,0.0,0.0,0.1512721168498198,95.35,95.35,0.0,0.13280357750256858,0.13280357750256858,0.13280357750256858,8.0,8.0,8.0,8.0,8.0,8.0,1.0624286200205486,1.0624286200205486,8.0,1.0624286200205486,95.3499984741211,85.35208129882812,7.25269079208374,1.0559523105621338,1.2582274675369263,5.242856979370117,1.0559523105621338,95.3499984741211
3,0.13949055748619138,0.13949055748619138,0.0,0.0,0.13088652852674326,1.0,0.0,0.0,0.0,0.0,95.7625,0.0,0.13949055748619138,0.0,0.0,0.13949055748619138,0.0,0.0,0.1229266952474912,96.01666666666667,96.01666666666667,0.0,0.12528020278612773,0.12528020278612773,0.12528020278612773,8.0,8.0,8.0,8.0,8.0,8.0,1.0022416222890218,1.0022416222890218,8.0,1.0022416222890218,96.01667022705078,87.00312042236328,6.2761149406433105,0.9178571701049805,1.070818543434143,4.748809337615967,0.9178571701049805,96.01667022705078
4,0.1160366256274283,0.1160366256274283,0.0,0.0,0.12357194717228413,1.0,0.0,0.0,0.0,0.0,96.53958333333334,0.0,0.1160366256274283,0.0,0.0,0.1160366256274283,0.0,0.0,0.10771386069059372,96.375,96.375,0.0,0.12062507216135661,0.12062507216135661,0.12062507216135661,8.0,8.0,8.0,8.0,8.0,8.0,0.9650005772908529,0.9650005772908529,8.0,0.9650005772908529,96.375,88.31458282470703,5.124936103820801,0.7511904835700989,0.861821711063385,4.60357141494751,0.7511904835700989,96.375
5,0.10065878540401657,0.10065878540401657,0.0,0.0,0.11835601930320262,1.0,0.0,0.0,0.0,0.0,96.875,0.0,0.10065878540401657,0.0,0.0,0.10065878540401657,0.0,0.0,0.09300993563731512,97.3,97.3,0.0,0.11637767738103867,0.11637767738103867,0.11637767738103867,8.0,8.0,8.0,8.0,8.0,8.0,0.9310214190483094,0.9310214190483094,8.0,0.9310214190483094,97.29999542236328,89.93541717529297,4.809076309204102,0.6904761791229248,0.77683424949646,4.473809719085693,0.6904761791229248,97.29999542236328
6,0.08981574315438047,0.08981574315438047,0.0,0.0,0.11399135305980841,1.0,0.0,0.0,0.0,0.0,97.275,0.0,0.08981574315438047,0.0,0.0,0.08981574315438047,0.0,0.0,0.08767691636333863,97.275,97.275,0.0,0.1094317669669787,0.1094317669669787,0.1094317669669787,8.0,8.0,8.0,8.0,8.0,8.0,0.8754541357358296,0.8754541357358296,8.0,0.8754541357358296,97.2750015258789,89.94791412353516,4.783271312713623,0.6964285969734192,0.7833737134933472,4.578571319580078,0.6964285969734192,97.2750015258789
7,0.08007924533169716,0.08007924533169716,0.0,0.0,0.1099684875458479,1.0,0.0,0.0,0.0,0.0,97.50416666666666,0.0,0.08007924533169716,0.0,0.0,0.08007924533169716,0.0,0.0,0.0711471949244539,97.89166666666667,97.89166666666667,0.0,0.10471901484330495,0.10471901484330495,0.10471901484330495,8.0,8.0,8.0,8.0,8.0,8.0,0.8377521187464396,0.8377521187464396,8.0,0.8377521187464396,97.89166259765625,90.88542175292969,3.9207420349121094,0.5678571462631226,0.6317629814147949,4.3428568840026855,0.5678571462631226,97.89166259765625
8,0.07429419920942747,0.07429419920942747,0.0,0.0,0.10269124342004458,1.0,0.0,0.0,0.0,0.0,97.73541666666667,0.0,0.07429419920942747,0.0,0.0,0.07429419920942747,0.0,0.0,0.07077665016924342,97.88333333333334,97.88333333333334,0.0,0.09968425391117731,0.09968425391117731,0.09968425391117731,8.0,8.0,8.0,8.0,8.0,8.0,0.7974740312894185,0.7974740312894185,8.0,0.7974740312894185,97.88333129882812,91.27395629882812,3.9427127838134766,0.5726190209388733,0.6339206695556641,4.379762172698975,0.5726190209388733,97.88333129882812
9,0.06838974239211529,0.06838974239211529,0.0,0.0,0.09791523012518882,1.0,0.0,0.0,0.0,0.0,97.86875,0.0,0.06838974239211529,0.0,0.0,0.06838974239211529,0.0,0.0,0.06327740159071982,97.99166666666666,97.99166666666666,0.0,0.09810334076484044,0.09810334076484044,0.09810334076484044,8.0,8.0,8.0,8.0,8.0,8.0,0.7848267261187235,0.7848267261187235,8.0,0.7848267261187235,97.99166870117188,90.98542022705078,3.211395740509033,0.46666663885116577,0.5186076760292053,4.507142543792725,0.46666663885116577,97.99166870117188
10,0.06345177733541156,0.06345177733541156,0.0,0.0,0.09478258133431276,1.0,0.0,0.0,0.0,0.0,98.02083333333333,0.0,0.06345177733541156,0.0,0.0,0.06345177733541156,0.0,0.0,0.06092319259420037,98.125,98.125,0.0,0.09304274221261342,0.09304274221261342,0.09304274221261342,8.0,8.0,8.0,8.0,8.0,8.0,0.7443419377009074,0.7443419377009074,8.0,0.7443419377009074,98.125,91.45625305175781,2.8787879943847656,0.4154761731624603,0.4590715765953064,4.327381134033203,0.4154761731624603,98.125
