From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.7599999904632568,1.0096983909606934,7527,True
2,3,0.6000000238418579,0.6702412962913513,8952,True
3,4,0.15000000596046448,0.16058237850666046,9341,True
4,5,0.009999999776482582,0.010353039018809795,9659,True
5,6,0.07999999821186066,0.08150789886713028,9815,True
6,7,0.17000000178813934,0.17243127524852753,9859,True
7,8,0.25,0.2529084384441376,9885,True
