Run,Model,Lambda Hard Budget,Dependency Constrained Prefix,Accuracy,Soft Accuracy,Hard Accuracy,Effective Timestep,Hard Effective Timestep,Executed Timestep,Layer1 Hard Timestep,Layer2 Hard Timestep,Prefix Spike Rate,Prefix Energy Proxy,Loop Energy Proxy,Hard Budget Proxy
global_hb_002,global_chronoskip_s2h,0.02,False,86.00999979019166,85.91999979019165,86.00999979019166,7.315885066986084,8.0,8.0,8.0,8.0,0.27127591695785525,2.170207335662842,2.170207335662842,7.864317893981934
global_hb_005,global_chronoskip_s2h,0.05,False,86.15000002861024,86.03999979019164,86.15000002861024,7.308021545410156,8.0,8.0,8.0,8.0,0.27083388528823854,2.1666710823059083,2.1666710823059083,7.862725257873535
global_hb_010,global_chronoskip_s2h,0.1,False,86.09999979019165,85.9599997997284,86.09999979019165,7.295285224914551,8.0,8.0,8.0,8.0,0.27156700963974,2.17253607711792,2.17253607711792,7.860109329223633
layerwise_hb_005,layerwise_chronoskip_s2h,0.05,False,86.00999979972839,85.86999979972839,86.00999979972839,7.28853178024292,8.0,8.0,8.0,8.0,0.27199365339279175,2.175949227142334,2.175949227142334,7.856647491455078
layerwise_hb_010,layerwise_chronoskip_s2h,0.1,False,86.03999979972839,85.81000002861023,86.03999979972839,7.281831741333008,8.0,8.0,8.0,8.0,0.2723520657539368,2.1788165260314942,2.1788165260314942,7.855193614959717
layerwise_hb_005_dep,layerwise_chronoskip_s2h,0.05,True,86.00999979972839,85.86999979972839,86.00999979972839,7.28853178024292,8.0,8.0,8.0,8.0,0.27199365339279175,2.175949227142334,2.175949227142334,7.856647491455078
