From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,4.9242424964904785,7.344632625579834,177,True
2,3,4.1666669845581055,6.077348232269287,181,True
3,4,2.651515245437622,3.7837836742401123,185,True
4,5,0.3787878751754761,0.5405405759811401,185,True
5,6,3.409090995788574,4.6875,192,True
6,7,0.7575757503509521,1.0752688646316528,186,True
7,8,1.5151515007019043,2.1052632331848145,190,True
