From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.12000000476837158,0.21352313458919525,5620,True
2,3,0.08999999612569809,0.11856144666671753,7591,True
3,4,0.08999999612569809,0.10570824146270752,8514,True
4,5,0.07000000029802322,0.07505092769861221,9327,True
5,6,0.10000000149011612,0.10273268818855286,9734,True
6,7,0.12999999523162842,0.13242334127426147,9817,True
7,8,0.07999999821186066,0.08113590627908707,9860,True
