epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9175343483130137,0.9175343483130137,0.0,0.0,0.09554091796875,0.5,0.0,0.0,0.0,0.0,70.985,0.0,91.73,91.73,0.0,0.12593039141893386,0.12593039141893386,0.12593039141893386,4.0,4.0,4.0,4.0,4.0,4.0,0.5037215656757354,0.5037215656757354,4.0,0.5037215656757354
2,0.23704224904378254,0.23704224904378254,0.0,0.0,0.12760403645833332,0.5,0.0,0.0,0.0,0.0,93.16333333651225,0.0,94.88,94.88,0.0,0.13065033283233643,0.13065033283233643,0.13065033283233643,4.0,4.0,4.0,4.0,4.0,4.0,0.5226013313293457,0.5226013313293457,4.0,0.5226013313293457
3,0.1645889318863551,0.1645889318863551,0.0,0.0,0.12913248697916666,0.5,0.0,0.0,0.0,0.0,95.26666667302449,0.0,96.06,96.06,0.0,0.1303921057701111,0.1303921057701111,0.1303921057701111,4.0,4.0,4.0,4.0,4.0,4.0,0.5215684230804444,0.5215684230804444,4.0,0.5215684230804444
4,0.13333335852225622,0.13333335852225622,0.0,0.0,0.1293876953125,0.5,0.0,0.0,0.0,0.0,96.08000000317891,0.0,96.57,96.57,0.0,0.12996525847911836,0.12996525847911836,0.12996525847911836,4.0,4.0,4.0,4.0,4.0,4.0,0.5198610339164734,0.5198610339164734,4.0,0.5198610339164734
5,0.11474292834401131,0.11474292834401131,0.0,0.0,0.13024498697916667,0.5,0.0,0.0,0.0,0.0,96.68666666666667,0.0,96.68,96.68,0.0,0.1319805572986603,0.1319805572986603,0.1319805572986603,4.0,4.0,4.0,4.0,4.0,4.0,0.5279222291946412,0.5279222291946412,4.0,0.5279222291946412
6,0.10386343111197154,0.10386343111197154,0.0,0.0,0.13050553385416666,0.5,0.0,0.0,0.0,0.0,96.92833333969116,0.0,97.0,97.0,0.0,0.13149208631515502,0.13149208631515502,0.13149208631515502,4.0,4.0,4.0,4.0,4.0,4.0,0.5259683452606201,0.5259683452606201,4.0,0.5259683452606201
7,0.09394856058359147,0.09394856058359147,0.0,0.0,0.13112486979166665,0.5,0.0,0.0,0.0,0.0,97.17,0.0,97.14,97.14,0.0,0.1333626937866211,0.1333626937866211,0.1333626937866211,4.0,4.0,4.0,4.0,4.0,4.0,0.5334507751464844,0.5334507751464844,4.0,0.5334507751464844
8,0.08889613937139511,0.08889613937139511,0.0,0.0,0.13121419270833334,0.5,0.0,0.0,0.0,0.0,97.31833333651225,0.0,97.42,97.42,0.0,0.13249883618354796,0.13249883618354796,0.13249883618354796,4.0,4.0,4.0,4.0,4.0,4.0,0.5299953447341919,0.5299953447341919,4.0,0.5299953447341919
9,0.08344127756953239,0.08344127756953239,0.0,0.0,0.13087037760416667,0.5,0.0,0.0,0.0,0.0,97.46000000317892,0.0,97.37,97.37,0.0,0.13233301572799683,0.13233301572799683,0.13233301572799683,4.0,4.0,4.0,4.0,4.0,4.0,0.5293320629119873,0.5293320629119873,4.0,0.5293320629119873
10,0.07834281742274761,0.07834281742274761,0.0,0.0,0.13055540364583335,0.5,0.0,0.0,0.0,0.0,97.7116666730245,0.0,97.68,97.68,0.0,0.13130558359622954,0.13130558359622954,0.13130558359622954,4.0,4.0,4.0,4.0,4.0,4.0,0.5252223343849182,0.5252223343849182,4.0,0.5252223343849182
