epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,2.151350487645467,1.452154468345642,1.356122201792399,0.07818823030764858,0.06513414713541667,0.5875861200968424,0.5894460005442301,0.08944600054423014,4.715568004353841,51.35999998410543,54.354999990463256,75.81999996185303,76.26999995231628,75.81999996185303,0.20711274108886718,0.12467972881793976,0.27652411408424377,4.709508895874023,5.0,4.677813529968262,4.741204261779785,5.0,5.0,0.5871802920032482,1.3826205704212189,5.0,1.3826205704212189
2,0.825140506140391,0.5332328456401825,0.5224247642676035,0.027367569410800933,0.13753287760416666,0.5858173014005025,0.5872911554972331,0.08729115549723307,4.698329243977865,80.85166668891907,80.85999998092652,81.41999974250794,81.05999976158142,81.41999974250794,0.2447859232902527,0.1462515221595764,0.31842875928878783,4.6583099365234375,5.0,4.530524253845215,4.78609561920166,5.0,5.0,0.6812849189076325,1.592143796443939,5.0,1.592143796443939
3,0.7215020141601562,0.45419630277951556,0.44807870903015135,0.01872761914928754,0.14628190104166666,0.5774534579277039,0.5780227751731872,0.07802277517318726,4.624182201385498,83.7533333492279,83.80166669209798,83.12999972343445,83.29999969482422,83.12999972343445,0.24621873455047608,0.14591187925338744,0.3295761072158814,4.576059818267822,4.0,4.373961448669434,4.778158187866211,4.0,4.0,0.6677014876593727,1.3183044288635255,4.0,1.3183044288635255
4,0.6777514533042908,0.4172368449052175,0.410402224222819,0.01718607643644015,0.1453609375,0.565331604385376,0.5645900440216064,0.06459004402160645,4.516720352172851,85.15833336512247,85.13500000635783,83.38999991416931,83.86999966621399,83.38999991416931,0.24341020281314849,0.14239033150672914,0.33311508302688597,4.463479995727539,4.0,4.209286212921143,4.717673301696777,4.0,4.0,0.6355563962652981,1.3324603321075439,4.0,1.3324603321075439
5,0.6518855731328328,0.3930623698393504,0.3856187572320302,0.017888316335280735,0.14010416666666667,0.5496651477177937,0.5473646607716878,0.04736466077168783,4.378917286173502,85.9700000222524,86.10333334922791,85.06000005722046,85.10999983787536,85.06000005722046,0.23792057762145996,0.13648425946235657,0.33482698726654053,4.32611083984375,4.0,4.0350847244262695,4.6171369552612305,4.0,4.0,0.5904460343281477,1.3393079490661621,4.0,1.3393079490661621
6,0.621922008005778,0.37481202863057456,0.3683079950173696,0.01723737503985564,0.13508821614583333,0.5323584819793701,0.5286009173075358,0.028600917307535806,4.228807338460286,86.66666667938233,86.81333332061767,86.47000002861023,86.07999979019165,86.47000002861023,0.2393058030128479,0.13349568326473235,0.3144152060985565,4.189176559448242,3.0,3.8684194087982178,4.5099334716796875,3.0,3.0,0.5592369871201438,0.9432456182956696,3.0,0.9432456182956696
7,0.5929426298777263,0.35756566141446433,0.35053455793062843,0.01660516115128994,0.13236907552083332,0.5154576388041179,0.5105773802757263,0.010577380275726318,4.08461904220581,87.37666666666667,87.40666664441427,87.05999979019165,86.82999980926513,87.05999979019165,0.23878128170967103,0.13018636910915374,0.3221387525558472,4.055050849914551,3.0,3.708439826965332,4.4016618728637695,3.0,3.0,0.5279123467033634,0.9664162576675415,3.0,0.9664162576675415
8,0.5760315875053406,0.347624978017807,0.3411018925666809,0.017315539743502934,0.12757154947916666,0.5002304377237956,0.4945987924575806,8.198038736979166e-05,3.9567903396606448,87.70666668891907,87.74833333015442,87.19999979019165,87.00000005722046,87.19999979019165,0.23401537170410155,0.12582738823890685,0.32378647985458375,3.9528157711029053,3.0,3.581139087677002,4.324492454528809,3.0,3.0,0.4973724846674392,0.9713594395637513,3.0,0.9713594395637513
9,0.5548399583816528,0.3347121221701304,0.32725710999170937,0.01715881189008554,0.12498092447916667,0.4883515783786774,0.4823346634864807,0.0,3.8586773078918455,88.13333333651225,88.27999999682109,87.47,87.41999974250794,87.47,0.2331636976480484,0.12326266913414001,0.3275914838790894,3.858285427093506,3.0,3.461688756942749,4.254881858825684,3.0,3.0,0.4755825600249009,0.9827744516372681,3.0,0.9827744516372681
10,0.5461200657526653,0.3290660797913869,0.32368800981839496,0.018272147497534752,0.12101761067708333,0.4764332083384196,0.4702062708854675,0.0,3.76165016708374,88.32999998728434,88.33500001589458,87.66,87.47,87.66,0.22462534258365632,0.11745875618457795,0.32588173155784605,3.761385917663574,3.0,3.343027353286743,4.179744243621826,3.0,3.0,0.44180771141895075,0.9776451946735382,3.0,0.9776451946735382
