Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Entropy,0.0,,96.96000218391418,8.0,1.0,3.0399978160858154,10000
Entropy,0.1211886927485466,,94.96999979019165,3.154599905014038,0.39432498812675476,5.03000020980835,10000
Entropy,0.2423773854970932,,92.84999966621399,2.5028998851776123,0.31286248564720154,7.150000333786011,10000
Entropy,0.3635660707950592,,90.829998254776,2.130199909210205,0.26627498865127563,9.170001745223999,10000
Entropy,0.4847547709941864,,88.5699987411499,1.8438999652862549,0.23048749566078186,11.430001258850098,10000
Entropy,0.6059434413909912,,86.08999848365784,1.6116000413894653,0.20145000517368317,13.910001516342163,10000
Entropy,0.7271321415901184,,83.05000066757202,1.405500054359436,0.1756875067949295,16.94999933242798,10000
Entropy,0.8483208417892456,,80.59999942779541,1.2649999856948853,0.15812499821186066,19.40000057220459,10000
Entropy,0.9695095419883728,,78.64999771118164,1.1763999462127686,0.14704999327659607,21.35000228881836,10000
Entropy,1.0906982421875,,77.17000246047974,1.1088000535964966,0.13860000669956207,22.829997539520264,10000
Entropy,1.2118868827819824,,75.77000260353088,1.0663000345230103,0.13328750431537628,24.229997396469116,10000
Entropy,1.3330755233764648,,74.6399998664856,1.035599946975708,0.1294499933719635,25.360000133514404,10000
Entropy,1.4542642831802368,,73.97000193595886,1.0168999433517456,0.1271124929189682,26.029998064041138,10000
Entropy,1.5754529237747192,,73.50000143051147,1.0077999830245972,0.12597499787807465,26.499998569488525,10000
Entropy,1.6966416835784912,,73.29999804496765,1.0032999515533447,0.1254124939441681,26.70000195503235,10000
Entropy,1.8178303241729736,,73.17000031471252,1.0006999969482422,0.12508749961853027,26.829999685287476,10000
Entropy,1.9390190839767456,,73.15000295639038,1.0003999471664429,0.12504999339580536,26.84999704360962,10000
Entropy,2.0602078437805176,,73.12999963760376,1.000100016593933,0.12501250207424164,26.87000036239624,10000
Entropy,2.181396484375,,73.11999797821045,1.0,0.125,26.88000202178955,10000
Entropy,2.3025851249694824,,73.11999797821045,1.0,0.125,26.88000202178955,10000
