Confidence Bin,Lower Bound,Upper Bound,Number of Prefix Predictions,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
"[0.00, 0.50)",0.0,0.5,2040,28.284314274787903,51.61764621734619,8.87254923582077,11.225490272045135
"[0.50, 0.60)",0.5,0.6,2778,39.452844858169556,42.188623547554016,8.49532037973404,9.863211214542389
"[0.60, 0.70)",0.6,0.7,2907,50.63639283180237,34.43412482738495,6.811145693063736,8.118335157632828
"[0.70, 0.80)",0.7,0.8,3468,63.03344964981079,24.56747442483902,5.853517726063728,6.54555931687355
"[0.80, 0.90)",0.8,0.9,5628,76.06610059738159,16.098080575466156,3.589196875691414,4.246624186635017
"[0.90, 0.95)",0.9,0.95,5606,85.89012026786804,8.97252932190895,2.0513735711574554,3.0859792605042458
"[0.95, 0.99)",0.95,0.99,14557,94.45627331733704,3.3660780638456345,0.8724325336515903,1.3052139431238174
"[0.99, 1.00]",0.99,1.0,43016,99.26074147224426,0.4207736812531948,0.1255346811376512,0.19295145757496357
