Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Confidence Stability,0.5,,86.68000102043152,2.281399965286255,0.28517499566078186,13.319998979568481,10000
Confidence Stability,0.5257894992828369,,87.07000017166138,2.3006999492645264,0.2875874936580658,12.929999828338623,10000
Confidence Stability,0.551578938961029,,87.48999834060669,2.3222999572753906,0.29028749465942383,12.51000165939331,10000
Confidence Stability,0.577368438243866,,87.94000148773193,2.3422999382019043,0.29278749227523804,12.059998512268066,10000
Confidence Stability,0.6031578779220581,,88.41999769210815,2.3701999187469482,0.29627498984336853,11.580002307891846,10000
Confidence Stability,0.628947377204895,,88.77999782562256,2.398099899291992,0.299762487411499,11.220002174377441,10000
Confidence Stability,0.6547368764877319,,89.32999968528748,2.4321000576019287,0.3040125072002411,10.670000314712524,10000
Confidence Stability,0.6805263161659241,,89.7599995136261,2.4632999897003174,0.3079124987125397,10.240000486373901,10000
Confidence Stability,0.706315815448761,,90.2899980545044,2.496999979019165,0.31212499737739563,9.710001945495605,10000
Confidence Stability,0.7321052551269531,,90.6499981880188,2.533400058746338,0.31667500734329224,9.350001811981201,10000
Confidence Stability,0.75789475440979,,91.10999703407288,2.578900098800659,0.3223625123500824,8.890002965927124,10000
Confidence Stability,0.7836841940879822,,91.6100025177002,2.6268999576568604,0.32836249470710754,8.389997482299805,10000
Confidence Stability,0.8094736933708191,,92.14000105857849,2.6867001056671143,0.3358375132083893,7.859998941421509,10000
Confidence Stability,0.8352631330490112,,92.64000058174133,2.758500099182129,0.3448125123977661,7.359999418258667,10000
Confidence Stability,0.8610526323318481,,93.19999814033508,2.829200029373169,0.3536500036716461,6.800001859664917,10000
Confidence Stability,0.8868421316146851,,93.73000264167786,2.9268999099731445,0.36586248874664307,6.2699973583221436,10000
Confidence Stability,0.9126315712928772,,94.34000253677368,3.0513999462127686,0.38142499327659607,5.659997463226318,10000
Confidence Stability,0.9384210705757141,,94.96999979019165,3.232100009918213,0.4040125012397766,5.03000020980835,10000
Confidence Stability,0.9642105102539062,,95.71999907493591,3.5227999687194824,0.4403499960899353,4.280000925064087,10000
Confidence Stability,0.9900000095367432,,96.50999903678894,4.314599990844727,0.5393249988555908,3.4900009632110596,10000
