Timestep,Confidence Bin,Lower Bound,Upper Bound,Number of Samples,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
4,"[0.95, 0.99)",0.95,0.99,1824,96.16228342056274,2.0285088568925858,0.7127192802727222,1.0964912362396717
4,"[0.99, 1.00]",0.99,1.0,5480,99.52554702758789,0.12773722410202026,0.0729926978237927,0.27372261974960566
5,"[0.00, 0.50)",0.0,0.5,128,31.25,36.71875,11.71875,20.3125
5,"[0.50, 0.60)",0.5,0.6,201,43.28358173370361,30.348259210586548,13.930347561836243,12.437810748815536
5,"[0.60, 0.70)",0.6,0.7,256,54.6875,21.484375,10.15625,13.671875
5,"[0.70, 0.80)",0.7,0.8,323,72.7554202079773,8.668730407953262,8.668730407953262,9.9071204662323
5,"[0.80, 0.90)",0.8,0.9,541,87.8003716468811,5.7301294058561325,1.4787430875003338,4.990758001804352
5,"[0.90, 0.95)",0.9,0.95,647,93.97217631340027,2.0092735067009926,0.9273570030927658,3.0911901965737343
5,"[0.95, 0.99)",0.95,0.99,1694,97.57969379425049,0.29515938367694616,0.17709563253447413,1.9480518996715546
5,"[0.99, 1.00]",0.99,1.0,6210,99.87117648124695,0.016103059169836342,0.0,0.11272141709923744
6,"[0.00, 0.50)",0.0,0.5,108,29.629629850387573,25.0,16.66666716337204,28.703704476356506
6,"[0.50, 0.60)",0.5,0.6,171,39.76608216762543,27.485379576683044,11.11111119389534,21.63742631673813
6,"[0.60, 0.70)",0.6,0.7,226,59.734511375427246,14.159291982650757,7.964602112770081,18.141593039035797
6,"[0.70, 0.80)",0.7,0.8,255,78.82353067398071,6.2745101749897,3.5294119268655777,11.372549086809158
6,"[0.80, 0.90)",0.8,0.9,519,89.21002149581909,2.697495184838772,1.541425846517086,6.551060080528259
6,"[0.90, 0.95)",0.9,0.95,535,94.39252614974976,0.7476635742932558,0.18691589357331395,4.672897234559059
6,"[0.95, 0.99)",0.95,0.99,1783,98.37352633476257,0.05608525243587792,0.05608525243587792,1.5143017284572124
6,"[0.99, 1.00]",0.99,1.0,6403,99.87505674362183,0.0,0.0,0.12494142865762115
7,"[0.00, 0.50)",0.0,0.5,98,29.591837525367737,20.408163964748383,11.224489659070969,38.77550959587097
7,"[0.50, 0.60)",0.5,0.6,168,39.88095223903656,17.26190447807312,13.0952388048172,29.76190447807312
7,"[0.60, 0.70)",0.6,0.7,153,60.1307213306427,8.496732264757156,3.2679740339517593,28.104576468467712
7,"[0.70, 0.80)",0.7,0.8,219,82.19178318977356,1.8264839425683022,0.45662098564207554,15.5251145362854
7,"[0.80, 0.90)",0.8,0.9,455,88.79120945930481,0.0,0.0,11.20879128575325
7,"[0.90, 0.95)",0.9,0.95,560,95.71428298950195,0.0,0.0,4.285714402794838
7,"[0.95, 0.99)",0.95,0.99,1761,98.75071048736572,0.0,0.0,1.2492901645600796
7,"[0.99, 1.00]",0.99,1.0,6586,99.95445013046265,0.0,0.0,0.04555117047857493
8,"[0.00, 0.50)",0.0,0.5,102,45.098039507865906,0.0,0.0,54.90196347236633
8,"[0.50, 0.60)",0.5,0.6,148,50.67567825317383,0.0,0.0,49.32432472705841
8,"[0.60, 0.70)",0.6,0.7,174,72.98850417137146,0.0,0.0,27.0114928483963
8,"[0.70, 0.80)",0.7,0.8,213,78.40375304222107,0.0,0.0,21.596243977546692
8,"[0.80, 0.90)",0.8,0.9,452,90.70796370506287,0.0,0.0,9.292035549879074
8,"[0.90, 0.95)",0.9,0.95,593,96.29005193710327,0.0,0.0,3.709949553012848
8,"[0.95, 0.99)",0.95,0.99,1920,99.16666746139526,0.0,0.0,0.8333333767950535
8,"[0.99, 1.00]",0.99,1.0,6398,99.96873736381531,0.0,0.0,0.031259769457392395
