Timestep,Confidence Bin,Lower Bound,Upper Bound,Number of Samples,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,"[0.00, 0.50)",0.0,0.5,661,23.146747052669525,67.62481331825256,6.505294889211655,2.723146788775921
1,"[0.50, 0.60)",0.5,0.6,772,34.97409224510193,55.3108811378479,8.03108811378479,1.6839377582073212
1,"[0.60, 0.70)",0.6,0.7,737,37.720489501953125,53.59565615653992,7.734057307243347,0.9497964754700661
1,"[0.70, 0.80)",0.7,0.8,833,46.45858407020569,42.256903648376465,9.123649448156357,2.1608643233776093
1,"[0.80, 0.90)",0.8,0.9,1092,55.67765831947327,34.34065878391266,8.33333358168602,1.6483517363667488
1,"[0.90, 0.95)",0.9,0.95,915,67.9781436920166,25.02732276916504,5.245901644229889,1.7486339434981346
1,"[0.95, 0.99)",0.95,0.99,1818,82.28822946548462,13.036303222179413,3.2453246414661407,1.4301430433988571
1,"[0.99, 1.00]",0.99,1.0,3172,95.49180269241333,2.8688523918390274,1.0403530672192574,0.5989911500364542
2,"[0.00, 0.50)",0.0,0.5,395,26.075950264930725,58.22784900665283,11.645569652318954,4.050632938742638
2,"[0.50, 0.60)",0.5,0.6,531,35.40489673614502,50.65913200378418,9.792843461036682,4.143126308917999
2,"[0.60, 0.70)",0.6,0.7,521,43.76199543476105,42.61036515235901,10.748560726642609,2.879078686237335
2,"[0.70, 0.80)",0.7,0.8,644,57.763975858688354,33.22981297969818,5.745341628789902,3.2608695328235626
2,"[0.80, 0.90)",0.8,0.9,930,68.49462389945984,24.51612949371338,4.516129195690155,2.473118342459202
2,"[0.90, 0.95)",0.9,0.95,841,79.31034564971924,15.814507007598877,2.6159334927797318,2.2592151537537575
2,"[0.95, 0.99)",0.95,0.99,1832,90.3930127620697,6.659388542175293,1.6375545412302017,1.3100436888635159
2,"[0.99, 1.00]",0.99,1.0,4306,98.21179509162903,1.1843938380479813,0.23223408497869968,0.37157454062253237
3,"[0.00, 0.50)",0.0,0.5,342,30.994153022766113,54.09356951713562,8.479531854391098,6.432748585939407
3,"[0.50, 0.60)",0.5,0.6,469,44.989338517189026,43.71002018451691,5.330490320920944,5.970149114727974
3,"[0.60, 0.70)",0.6,0.7,504,53.57142686843872,39.08730149269104,3.76984141767025,3.57142873108387
3,"[0.70, 0.80)",0.7,0.8,565,63.89380693435669,27.43362784385681,4.601769894361496,4.070796445012093
3,"[0.80, 0.90)",0.8,0.9,927,74.75728392601013,20.06472498178482,3.020496293902397,2.1574972197413445
3,"[0.90, 0.95)",0.9,0.95,807,83.89095664024353,10.28500646352768,3.2218091189861298,2.6022305712103844
3,"[0.95, 0.99)",0.95,0.99,1925,93.19480657577515,4.571428522467613,1.0909090749919415,1.1428571306169033
3,"[0.99, 1.00]",0.99,1.0,4461,98.8567590713501,0.6949114613234997,0.1569154905155301,0.2914144890382886
4,"[0.00, 0.50)",0.0,0.5,206,33.00970792770386,47.087377309799194,9.223300963640213,10.679611563682556
4,"[0.50, 0.60)",0.5,0.6,318,40.88050425052643,42.13836491107941,8.805031329393387,8.176100999116898
4,"[0.60, 0.70)",0.6,0.7,336,60.1190447807312,25.89285671710968,5.05952388048172,8.92857164144516
4,"[0.70, 0.80)",0.7,0.8,416,68.02884340286255,19.951923191547394,6.25,5.7692307978868484
4,"[0.80, 0.90)",0.8,0.9,712,83.00561904907227,10.112359374761581,3.511235862970352,3.3707864582538605
4,"[0.90, 0.95)",0.9,0.95,708,88.84180784225464,5.790960416197777,1.6949152573943138,3.672316297888756
