Timestep,safe_stop,beneficial_continuation,destructive_continuation,futile_continuation
1,68.43000054359436,25.529998540878296,4.690000042319298,1.3500000350177288
2,80.80000281333923,14.68999981880188,2.9500000178813934,1.5599999576807022
3,85.21999716758728,11.299999803304672,1.810000091791153,1.6699999570846558
4,91.10999703407288,5.5799998342990875,1.4399999752640724,1.8699999898672104
5,94.40000057220459,2.410000003874302,1.140000019222498,2.0500000566244125
6,95.5299973487854,1.4100000262260437,0.7400000002235174,2.319999970495701
7,96.29999995231628,0.6599999964237213,0.38999998942017555,2.6499999687075615
8,96.96000218391418,0.0,0.0,3.0400000512599945
