Policy,Threshold,Lambda,Accuracy,Average Timestep
Fixed T,1.0,,73.11999797821045,1.0
Entropy,2.181396484375,,73.11999797821045,1.0
Entropy,2.3025851249694824,,73.11999797821045,1.0
Margin,0.0,,73.11999797821045,1.0
Cost-Aware Oracle,,8.0,73.11999797821045,1.0
Cost-Aware Oracle,,16.0,73.11999797821045,1.0
Entropy,2.0602078437805176,,73.12999963760376,1.000100016593933
Entropy,1.9390190839767456,,73.15000295639038,1.0003999471664429
Entropy,1.8178303241729736,,73.17000031471252,1.0006999969482422
Entropy,1.6966416835784912,,73.29999804496765,1.0032999515533447
Entropy,1.5754529237747192,,73.50000143051147,1.0077999830245972
Entropy,1.4542642831802368,,73.97000193595886,1.0168999433517456
Margin,0.04999999701976776,,74.09999966621399,1.0264999866485596
Entropy,1.3330755233764648,,74.6399998664856,1.035599946975708
Margin,0.09999999403953552,,75.02999901771545,1.0546000003814697
Entropy,1.2118868827819824,,75.77000260353088,1.0663000345230103
Confidence,0.5,,75.98000168800354,1.0781999826431274
Margin,0.14999999105930328,,76.02999806404114,1.0841000080108643
Confidence,0.5257894992828369,,76.74999833106995,1.1053999662399292
Entropy,1.0906982421875,,77.17000246047974,1.1088000535964966
Confidence,0.551578938961029,,77.6199996471405,1.1324000358581543
Cost-Aware Oracle,,4.0,86.51999831199646,1.1339999437332153
Cost-Aware Oracle,,2.0,94.70000267028809,1.3411999940872192
Cost-Aware Oracle,,0.0,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,0.01,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,0.02,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,0.05,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,0.1,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,0.2,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,0.5,98.65000247955322,1.5259000062942505
Cost-Aware Oracle,,1.0,98.65000247955322,1.5259000062942505
