Policy,Threshold,Lambda,Accuracy,Average Timestep,Normalized Average Timestep,Error Rate,Number of Samples
Margin,0.0,,73.11999797821045,1.0,0.125,26.88000202178955,10000
Margin,0.04999999701976776,,74.09999966621399,1.0264999866485596,0.12831249833106995,25.90000033378601,10000
Margin,0.09999999403953552,,75.02999901771545,1.0546000003814697,0.13182500004768372,24.970000982284546,10000
Margin,0.14999999105930328,,76.02999806404114,1.0841000080108643,0.13551250100135803,23.970001935958862,10000
Margin,0.19999998807907104,,76.67999863624573,1.1139999628067017,0.1392499953508377,23.320001363754272,10000
Margin,0.2499999850988388,,77.60999798774719,1.149999976158142,0.14374999701976776,22.390002012252808,10000
Margin,0.29999998211860657,,78.75999808311462,1.188599944114685,0.14857499301433563,21.240001916885376,10000
Margin,0.34999996423721313,,79.79999780654907,1.2280000448226929,0.1535000056028366,20.200002193450928,10000
Margin,0.3999999761581421,,80.69000244140625,1.2714999914169312,0.1589374989271164,19.30999755859375,10000
Margin,0.44999998807907104,,81.67999982833862,1.315600037574768,0.164450004696846,18.320000171661377,10000
Margin,0.5,,82.71999955177307,1.3769999742507935,0.17212499678134918,17.28000044822693,10000
Margin,0.550000011920929,,83.78999829292297,1.4428999423980713,0.1803624927997589,16.210001707077026,10000
Margin,0.6000000238418579,,84.89000201225281,1.5219999551773071,0.1902499943971634,15.109997987747192,10000
Margin,0.6499999761581421,,86.05999946594238,1.6064000129699707,0.20080000162124634,13.940000534057617,10000
Margin,0.699999988079071,,87.08000183105469,1.6967999935150146,0.21209999918937683,12.919998168945312,10000
Margin,0.75,,88.17999958992004,1.82260000705719,0.22782500088214874,11.820000410079956,10000
Margin,0.7999999523162842,,89.49000239372253,1.9746999740600586,0.24683749675750732,10.509997606277466,10000
Margin,0.8499999642372131,,91.07000231742859,2.1712000370025635,0.27140000462532043,8.929997682571411,10000
Margin,0.8999999761581421,,92.58999824523926,2.4521000385284424,0.3065125048160553,7.410001754760742,10000
