epoch,train_loss,train_ce_loss,train_spike_cost,train_raw_spike_rate,train_gated_spike_rate,train_time_cost,train_acc,test_acc,test_spike_rate,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,energy_proxy,prefix_energy_proxy
1,0.9223337532043457,0.9165729240099589,0.18763847023646038,0.19052311051686605,0.1847538317600886,0.9711127196629842,68.71666666666667,81.73999994277955,0.24569467239379883,0.2532010385513306,0.24569467239379883,0.25747291769981384,7.772042274475098,8.0,1.9095493804579142,2.0597833415985107
2,0.44522926710446675,0.4323359169006348,0.2560504179318746,0.2599104900519053,0.2521903448740641,0.9715426386515299,84.38833333651225,84.5899999809265,0.25469393367767335,0.26250602288246155,0.25469393367767335,0.2668848677158356,7.772368907928467,8.0,1.9795752111543434,2.1350789417266847
3,0.39382471896807353,0.37445406721433006,0.25714440704981484,0.26105096505482994,0.2532378492514292,0.9713600250562032,86.5216666730245,85.83000001907348,0.25488928689956664,0.2628528335571289,0.25488928689956664,0.2670715829372406,7.769170761108398,8.0,1.980278395099883,2.1365726634979247
4,0.36978782676060995,0.3441869964758555,0.2517562520345052,0.2556753198782603,0.2478371852080027,0.9706612798055013,87.74166666666666,86.77000005722046,0.24639890761375427,0.2543718234539032,0.24639890761375427,0.25873070459365843,7.760595321655273,8.0,1.9122022096882714,2.0698456367492675
5,0.3574956362247467,0.32590463061332703,0.244142214123408,0.2481301510334015,0.24015427800019581,0.9691947058359782,88.36833333333334,87.1099999332428,0.23163490960597993,0.2395399886608124,0.23163490960597993,0.2442179749250412,7.745434284210205,8.0,1.7941129702820888,1.9537437994003295
6,0.34221882252693175,0.31111649901072186,0.23520213596820833,0.23929525462786358,0.23110901743570963,0.9671108998616537,88.98333333969116,88.6499999332428,0.22598506937026977,0.23426973717212676,0.22598506937026977,0.23909385900497437,7.727386474609375,8.0,1.746273968515484,1.912750872039795
7,0.32989494999249774,0.29917835377057395,0.22848080520629882,0.23277521735827128,0.22418639112313588,0.9646278907140096,89.33000000317891,88.75000005722046,0.22330738549232482,0.23234205622673035,0.22330738549232482,0.23736839747428895,7.704997539520264,8.0,1.7205828557750658,1.8989471797943116
8,0.31356838041941326,0.2830646251678467,0.22541314147313435,0.22999892377058664,0.22082736019293467,0.9616549383799236,89.89166667302449,89.11999994277954,0.22202076086997985,0.23166672203540803,0.22202076086997985,0.23743927097320558,7.679914951324463,8.0,1.7051005609097916,1.8995141677856446
9,0.3070898480256399,0.27681537926197053,0.22225604213078817,0.2272244713306427,0.21728761165936789,0.9580833947499593,90.13666666666667,89.26000008583068,0.2181251416683197,0.22863466250896453,0.2181251416683197,0.2349243639945984,7.648293495178223,8.0,1.6682851021566378,1.8793949119567872
10,0.2990600651582082,0.2689804953336716,0.22010677631696066,0.22554866201877594,0.2146648892402649,0.9537115559260051,90.34333333651225,89.55999995231629,0.21227052059173585,0.22366425528526307,0.21227052059173585,0.23047544422149657,7.609195232391357,8.0,1.615207833263868,1.8438035537719726
