epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9159864519913992,0.9159864519913992,0.0,0.0,0.122894384765625,1.0,0.0,0.0,0.0,70.7,0.0,89.9,89.9,89.9,0.16204770543575286,0.16204770543575286,0.16204770543575286,4.0,4.0,4.0,4.0,4.0,4.0,0.6481908217430115,0.6481908217430115,4.0,0.6481908217430115
2,0.2817668381293615,0.2817668381293615,0.0,0.0,0.1654439453125,1.0,0.0,0.0,0.0,91.79500000317891,0.0,93.71,93.71,93.71,0.16668924412727357,0.16668924412727357,0.16668924412727357,4.0,4.0,4.0,4.0,4.0,4.0,0.6667569765090943,0.6667569765090943,4.0,0.6667569765090943
3,0.19856894756952922,0.19856894756952922,0.0,0.0,0.16719752604166666,1.0,0.0,0.0,0.0,94.16500000635783,0.0,95.42,95.42,95.42,0.16808230865001678,0.16808230865001678,0.16808230865001678,4.0,4.0,4.0,4.0,4.0,4.0,0.6723292346000671,0.6723292346000671,4.0,0.6723292346000671
4,0.15820754438638687,0.15820754438638687,0.0,0.0,0.16737591145833333,1.0,0.0,0.0,0.0,95.18500000317891,0.0,95.94,95.94,95.94,0.16535057396888733,0.16535057396888733,0.16535057396888733,4.0,4.0,4.0,4.0,4.0,4.0,0.6614022958755493,0.6614022958755493,4.0,0.6614022958755493
5,0.13573225588997206,0.13573225588997206,0.0,0.0,0.168153515625,1.0,0.0,0.0,0.0,95.91166666666666,0.0,96.2,96.2,96.2,0.16716697316169737,0.16716697316169737,0.16716697316169737,4.0,4.0,4.0,4.0,4.0,4.0,0.6686678926467895,0.6686678926467895,4.0,0.6686678926467895
6,0.12468688249588013,0.12468688249588013,0.0,0.0,0.166602734375,1.0,0.0,0.0,0.0,96.21333333333334,0.0,96.18,96.18,96.18,0.16752848348617555,0.16752848348617555,0.16752848348617555,4.0,4.0,4.0,4.0,4.0,4.0,0.6701139339447022,0.6701139339447022,4.0,0.6701139339447022
7,0.11235475596586864,0.11235475596586864,0.0,0.0,0.1666658203125,1.0,0.0,0.0,0.0,96.56333333651224,0.0,96.57,96.57,96.57,0.16656204907894134,0.16656204907894134,0.16656204907894134,4.0,4.0,4.0,4.0,4.0,4.0,0.6662481963157654,0.6662481963157654,4.0,0.6662481963157654
8,0.10674496028025945,0.10674496028025945,0.0,0.0,0.16607545572916665,1.0,0.0,0.0,0.0,96.6766666730245,0.0,96.83,96.83,96.83,0.1648144325017929,0.1648144325017929,0.1648144325017929,4.0,4.0,4.0,4.0,4.0,4.0,0.6592577300071716,0.6592577300071716,4.0,0.6592577300071716
9,0.09990910482605299,0.09990910482605299,0.0,0.0,0.16557766927083334,1.0,0.0,0.0,0.0,96.94000000635783,0.0,96.65,96.65,96.65,0.1662165012359619,0.1662165012359619,0.1662165012359619,4.0,4.0,4.0,4.0,4.0,4.0,0.6648660049438476,0.6648660049438476,4.0,0.6648660049438476
10,0.09482597085237503,0.09482597085237503,0.0,0.0,0.1650572265625,1.0,0.0,0.0,0.0,97.11,0.0,97.23,97.23,97.23,0.1643118187904358,0.1643118187904358,0.1643118187904358,4.0,4.0,4.0,4.0,4.0,4.0,0.6572472751617432,0.6572472751617432,4.0,0.6572472751617432
