epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9319608754316966,0.9319608754316966,0.0,0.0,0.11839783528645834,1.0,0.0,0.0,0.0,70.2516666730245,0.0,89.22,89.22,89.22,0.1585023520708084,0.1585023520708084,0.1585023520708084,6.0,6.0,6.0,6.0,6.0,6.0,0.9510141124248505,0.9510141124248505,6.0,0.9510141124248505
2,0.3025845058917999,0.3025845058917999,0.0,0.0,0.16384889322916665,1.0,0.0,0.0,0.0,91.29333333969116,0.0,93.47,93.47,93.47,0.16711226851940156,0.16711226851940156,0.16711226851940156,6.0,6.0,6.0,6.0,6.0,6.0,1.0026736111164094,1.0026736111164094,6.0,1.0026736111164094
3,0.2016585593541463,0.2016585593541463,0.0,0.0,0.16658098958333334,1.0,0.0,0.0,0.0,94.0516666730245,0.0,95.57,95.57,95.57,0.16698584799766542,0.16698584799766542,0.16698584799766542,6.0,6.0,6.0,6.0,6.0,6.0,1.0019150879859924,1.0019150879859924,6.0,1.0019150879859924
4,0.158695521569252,0.158695521569252,0.0,0.0,0.16635709635416668,1.0,0.0,0.0,0.0,95.2716666730245,0.0,95.79,95.79,95.79,0.16606636500358582,0.16606636500358582,0.16606636500358582,6.0,6.0,6.0,6.0,6.0,6.0,0.9963981900215149,0.9963981900215149,6.0,0.9963981900215149
5,0.1317780945499738,0.1317780945499738,0.0,0.0,0.16735592447916667,1.0,0.0,0.0,0.0,96.10666667302449,0.0,96.35,96.35,96.35,0.16622038445472717,0.16622038445472717,0.16622038445472717,6.0,6.0,6.0,6.0,6.0,6.0,0.9973223067283631,0.9973223067283631,6.0,0.9973223067283631
6,0.11979659359455108,0.11979659359455108,0.0,0.0,0.16663736979166666,1.0,0.0,0.0,0.0,96.38000000317892,0.0,96.58,96.58,96.58,0.1660619199514389,0.1660619199514389,0.1660619199514389,6.0,6.0,6.0,6.0,6.0,6.0,0.9963715197086335,0.9963715197086335,6.0,0.9963715197086335
7,0.10787663980722427,0.10787663980722427,0.0,0.0,0.16650442708333332,1.0,0.0,0.0,0.0,96.75166666666667,0.0,96.68,96.68,96.68,0.16712216205596925,0.16712216205596925,0.16712216205596925,6.0,6.0,6.0,6.0,6.0,6.0,1.0027329723358154,1.0027329723358154,6.0,1.0027329723358154
8,0.10178988736073176,0.10178988736073176,0.0,0.0,0.16610045572916668,1.0,0.0,0.0,0.0,96.91666666984558,0.0,97.06,97.06,97.06,0.1659056140422821,0.1659056140422821,0.1659056140422821,6.0,6.0,6.0,6.0,6.0,6.0,0.9954336842536926,0.9954336842536926,6.0,0.9954336842536926
9,0.09521154021223387,0.09521154021223387,0.0,0.0,0.16594388020833334,1.0,0.0,0.0,0.0,97.11833333333334,0.0,97.26,97.26,97.26,0.16631575193405151,0.16631575193405151,0.16631575193405151,6.0,6.0,6.0,6.0,6.0,6.0,0.9978945116043091,0.9978945116043091,6.0,0.9978945116043091
10,0.09000070184270541,0.09000070184270541,0.0,0.0,0.16482233072916666,1.0,0.0,0.0,0.0,97.24333333969116,0.0,97.37,97.37,97.37,0.16376655201911927,0.16376655201911927,0.16376655201911927,6.0,6.0,6.0,6.0,6.0,6.0,0.9825993121147156,0.9825993121147156,6.0,0.9825993121147156
