epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,0.9622314160029093,0.9622314160029093,0.0,0.0,0.12084982096354166,1.0,0.0,0.0,0.0,0.0,68.1266666730245,0.0,88.11,88.11,0.0,0.16480526688098907,0.16480526688098907,0.16480526688098907,8.0,8.0,8.0,8.0,8.0,8.0,1.3184421350479125,1.3184421350479125,8.0,1.3184421350479125
2,0.31535236684481305,0.31535236684481305,0.0,0.0,0.1666529296875,1.0,0.0,0.0,0.0,0.0,90.95666666666666,0.0,92.93,92.93,0.0,0.16879434370994567,0.16879434370994567,0.16879434370994567,8.0,8.0,8.0,8.0,8.0,8.0,1.3503547496795654,1.3503547496795654,8.0,1.3503547496795654
3,0.22911776682535806,0.22911776682535806,0.0,0.0,0.1680099609375,1.0,0.0,0.0,0.0,0.0,93.47666666984559,0.0,94.52,94.52,0.0,0.1694665055513382,0.1694665055513382,0.1694665055513382,8.0,8.0,8.0,8.0,8.0,8.0,1.3557320444107055,1.3557320444107055,8.0,1.3557320444107055
4,0.18981076389948526,0.18981076389948526,0.0,0.0,0.16705084635416667,1.0,0.0,0.0,0.0,0.0,94.59500000317891,0.0,95.27,95.27,0.0,0.16947257902622223,0.16947257902622223,0.16947257902622223,8.0,8.0,8.0,8.0,8.0,8.0,1.3557806322097778,1.3557806322097778,8.0,1.3557806322097778
5,0.15947870610952378,0.15947870610952378,0.0,0.0,0.16734817708333333,1.0,0.0,0.0,0.0,0.0,95.31666666984557,0.0,95.97,95.97,0.0,0.16875383036136626,0.16875383036136626,0.16875383036136626,8.0,8.0,8.0,8.0,8.0,8.0,1.35003064289093,1.35003064289093,8.0,1.35003064289093
6,0.13954110991954805,0.13954110991954805,0.0,0.0,0.16646080729166668,1.0,0.0,0.0,0.0,0.0,95.89833333969116,0.0,96.29,96.29,0.0,0.16648595719337464,0.16648595719337464,0.16648595719337464,8.0,8.0,8.0,8.0,8.0,8.0,1.3318876575469971,1.3318876575469971,8.0,1.3318876575469971
7,0.12349819649060567,0.12349819649060567,0.0,0.0,0.1645763671875,1.0,0.0,0.0,0.0,0.0,96.37500000635782,0.0,96.35,96.35,0.0,0.16496991052627563,0.16496991052627563,0.16496991052627563,8.0,8.0,8.0,8.0,8.0,8.0,1.319759284210205,1.319759284210205,8.0,1.319759284210205
8,0.11350232686201732,0.11350232686201732,0.0,0.0,0.1634451171875,1.0,0.0,0.0,0.0,0.0,96.58333333333333,0.0,96.88,96.88,0.0,0.16241803216934203,0.16241803216934203,0.16241803216934203,8.0,8.0,8.0,8.0,8.0,8.0,1.2993442573547362,1.2993442573547362,8.0,1.2993442573547362
9,0.10531211805343628,0.10531211805343628,0.0,0.0,0.16133430989583333,1.0,0.0,0.0,0.0,0.0,96.86000000317891,0.0,96.79,96.79,0.0,0.16284619748592377,0.16284619748592377,0.16284619748592377,8.0,8.0,8.0,8.0,8.0,8.0,1.3027695798873902,1.3027695798873902,8.0,1.3027695798873902
10,0.09829539818366369,0.09829539818366369,0.0,0.0,0.16110774739583333,1.0,0.0,0.0,0.0,0.0,97.09666666666666,0.0,96.96,96.96,0.0,0.16252362124919892,0.16252362124919892,0.16252362124919892,8.0,8.0,8.0,8.0,8.0,8.0,1.3001889699935913,1.3001889699935913,8.0,1.3001889699935913
