From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,2.7699999809265137,3.7882931232452393,7312,True
2,3,1.4399999380111694,1.7194029092788696,8375,True
3,4,0.6399999856948853,0.7353785634040833,8703,True
4,5,0.4099999964237213,0.4430038034915924,9255,True
5,6,0.4699999988079071,0.49194055795669556,9554,True
6,7,0.3700000047683716,0.3843357264995575,9627,True
7,8,0.38999998569488525,0.40335091948509216,9669,True
