From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.28999999165534973,0.29661449790000916,9777,True
2,3,0.2800000011920929,0.2847554087638855,9833,True
3,4,0.15000000596046448,0.15257857739925385,9831,True
4,5,0.12999999523162842,0.13196630775928497,9851,True
5,6,0.10999999940395355,0.11143754422664642,9871,True
6,7,0.10000000149011612,0.10121458023786545,9880,True
7,8,0.15000000596046448,0.15163768827915192,9892,True
