From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,4.545454502105713,7.185628890991211,167,True
2,3,4.9242424964904785,7.386363506317139,176,True
3,4,0.7575757503509521,1.1428570747375488,175,True
4,5,1.89393949508667,2.7322404384613037,183,True
5,6,1.89393949508667,2.6455025672912598,189,True
6,7,0.3787878751754761,0.5376344323158264,186,True
7,8,2.2727272510528564,3.1088082790374756,193,True
