From Timestep,To Timestep,Population Regression Rate,Conditional Regression Rate,Correct Samples at From Timestep,Conditional Metric Valid
1,2,0.23000000417232513,0.23512575030326843,9782,True
2,3,0.17999999225139618,0.18266692757606506,9854,True
3,4,0.17999999225139618,0.18255577981472015,9860,True
4,5,0.07000000029802322,0.07095073908567429,9866,True
5,6,0.17999999225139618,0.18218623101711273,9880,True
6,7,0.08999999612569809,0.09110233932733536,9879,True
7,8,0.08999999612569809,0.09101942181587219,9888,True
