epoch,train_loss,train_ce_loss,train_ce_hard,train_consistency_loss,train_spike_cost,train_time_cost,train_hard_budget_cost,train_target_budget_loss,train_min_target_loss,train_hard_budget_proxy,train_acc_soft,train_acc_hard,test_acc,soft_acc,hard_acc,raw_spike_rate,gated_spike_rate,prefix_spike_rate,effective_timestep,hard_effective_timestep,layer1_effective_timestep,layer2_effective_timestep,layer1_hard_timestep,layer2_hard_timestep,energy_proxy,prefix_energy_proxy,executed_timestep,loop_energy_proxy
1,2.079844352483971,2.079844352483971,0.0,0.0,0.029028393985390553,1.0,0.0,0.0,0.0,0.0,22.469823586796874,0.0,46.96969696969697,46.96969696969697,46.96969696969697,0.06204735871517297,0.06204735871517297,0.06204735871517297,8.0,8.0,8.0,8.0,8.0,8.0,0.4963788697213838,0.4963788697213838,8.0,0.4963788697213838
2,1.1974332612647762,1.1974332612647762,0.0,0.0,0.05989475657570218,1.0,0.0,0.0,0.0,0.0,56.91736308977132,0.0,59.09090909090909,59.09090909090909,59.09090909090909,0.0732674878655058,0.0732674878655058,0.0732674878655058,8.0,8.0,8.0,8.0,8.0,8.0,0.5861399029240464,0.5861399029240464,8.0,0.5861399029240464
3,0.965354283097284,0.965354283097284,0.0,0.0,0.06616414954735376,1.0,0.0,0.0,0.0,0.0,61.3741875912375,0.0,61.74242424242424,61.74242424242424,61.74242424242424,0.0747324110883655,0.0747324110883655,0.0747324110883655,8.0,8.0,8.0,8.0,8.0,8.0,0.597859288706924,0.597859288706924,8.0,0.597859288706924
4,0.8373959742991484,0.8373959742991484,0.0,0.0,0.06772119775345288,1.0,0.0,0.0,0.0,0.0,66.01671311405929,0.0,63.63636363636363,63.63636363636363,63.63636363636363,0.08324835607499788,0.08324835607499788,0.08324835607499788,8.0,8.0,8.0,8.0,8.0,8.0,0.665986848599983,0.665986848599983,8.0,0.665986848599983
5,0.7251343559975301,0.7251343559975301,0.0,0.0,0.0734298266850917,1.0,0.0,0.0,0.0,0.0,69.45218203680983,0.0,65.53030303030303,65.53030303030303,65.53030303030303,0.08333563443386194,0.08333563443386194,0.08333563443386194,8.0,8.0,8.0,8.0,8.0,8.0,0.6666850754708955,0.6666850754708955,8.0,0.6666850754708955
6,0.6772609311558078,0.6772609311558078,0.0,0.0,0.07441693007558611,1.0,0.0,0.0,0.0,0.0,72.4233983784997,0.0,67.42424242424242,67.42424242424242,67.42424242424242,0.08737784895029935,0.08737784895029935,0.08737784895029935,8.0,8.0,8.0,8.0,8.0,8.0,0.6990227916023948,0.6990227916023948,8.0,0.6990227916023948
7,0.6501852002205845,0.6501852002205845,0.0,0.0,0.07477979739728412,1.0,0.0,0.0,0.0,0.0,72.88765089868282,0.0,64.77272727272727,64.77272727272727,64.77272727272727,0.0864015140316703,0.0864015140316703,0.0864015140316703,8.0,8.0,8.0,8.0,8.0,8.0,0.6912121122533624,0.6912121122533624,8.0,0.6912121122533624
8,0.649840145722073,0.649840145722073,0.0,0.0,0.0763773656931871,1.0,0.0,0.0,0.0,0.0,72.79480040460797,0.0,62.878787878787875,62.878787878787875,62.878787878787875,0.08488856752713521,0.08488856752713521,0.08488856752713521,8.0,8.0,8.0,8.0,8.0,8.0,0.6791085402170817,0.6791085402170817,8.0,0.6791085402170817
9,0.583792708046257,0.583792708046257,0.0,0.0,0.07517825439226439,1.0,0.0,0.0,0.0,0.0,77.15877437602622,0.0,64.77272727272727,64.77272727272727,64.77272727272727,0.09069404818794945,0.09069404818794945,0.09069404818794945,8.0,8.0,8.0,8.0,8.0,8.0,0.7255523855035956,0.7255523855035956,8.0,0.7255523855035956
10,0.5645923181994712,0.5645923181994712,0.0,0.0,0.07803120874318129,1.0,0.0,0.0,0.0,0.0,75.6731662245514,0.0,64.39393939393939,64.39393939393939,64.39393939393939,0.0906549466378761,0.0906549466378761,0.0906549466378761,8.0,8.0,8.0,8.0,8.0,8.0,0.7252395731030088,0.7252395731030088,8.0,0.7252395731030088
